@relation problema-weka.filters.unsupervised.attribute.Remove-R3-5

@attribute pkg numeric
@attribute cores numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
1.3,1.26,132333397,131326000,994000,31
1.4,1.35,139824459,134738000,4990000,31
1.32,1.27,133165099,132035000,1000000,31
0.94,0.9,91767346,90693000,996000,31
1.44,1.39,139875749,138826000,998000,31
1.31,1.27,138218869,137175000,1001000,31
1.34,1.29,133952772,133950000,0,31
1.47,1.43,120187682,119177000,1001000,31
1.46,1.41,121237591,119151000,1985000,31
1.52,1.47,144344095,143329000,1002000,31
1.47,1.42,119852811,118841000,998000,31
0.1,0.09,9727047,8762000,973000,31
0.36,0.35,35077786,34062000,1001000,31
