@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
116880584,498849,75695178,609271,75518610,609194,168708,716855,357656810,1293548,119972251,532,338641,405758602,1889,2.46,2.03,108853594,83416000,25125000,130192304,0
249389568,300445,153963725,1008485,153640806,1006605,105524,828308,516741378,1435630,249398446,138,481682,763165601,128,3.68,3.06,155345370,127070000,28015000,175366587,0
254722744,274026,156576644,757513,156643136,750094,99176,751171,493832529,1315855,253120549,25088,31806,773277513,128,3.51,2.92,148200311,120877000,26972000,168882550,0
97860869,254050,64084256,709154,64665215,710211,81657,543100,304650117,1496369,99611487,1540,391253,333127826,133,2.13,1.76,92598715,67484000,24810000,113078628,0
256129860,267393,156742844,705162,156823279,709372,110822,799133,517724785,1382316,256918181,158,303323,778922166,128,3.71,3.1,152567345,128283000,24053000,172274679,0
252299674,263512,156370296,927917,156347518,939135,116135,848467,527277943,1671244,251620509,133,525217,775197935,129,3.77,3.12,158459136,131372000,26871000,179020023,0
254646704,307153,156319123,711169,156212589,708578,120935,808459,508971635,1590908,256219506,128,149551,778582720,127,3.63,3.01,152606326,119178000,33049000,172994500,0
256991946,331371,158344171,718189,158061797,711924,113618,786513,503521648,1470854,251857007,259,187050,777623809,324,3.55,2.94,150797484,122500000,28114000,170865820,0
70297634,222384,46198221,211884,47425166,209795,48011,285094,110806235,16980,71383559,23,4675,248019637,137,0.79,0.65,35766270,34491000,985000,56673667,0
253726762,363812,156694731,758374,156359469,753605,107218,780085,508097159,1574258,253962460,44,58637,776991588,130,3.58,2.98,150220749,116909000,32974000,170824835,0
68798857,206069,44323410,223240,44925472,219255,52636,317466,108343976,17936,69426217,1711,4530,236809614,134,0.75,0.61,35035105,33697000,1021000,55948807,0
71727278,233877,47456548,238225,47724780,238497,52435,311251,112545472,15293,71859360,41,16768,248374689,135,0.82,0.68,33313518,30983000,1998000,53760292,0
249649130,275315,153932701,1032113,153750106,1034571,112346,787351,517858653,1445561,250498550,44,571095,764565749,128,3.74,3.12,153040610,119650000,33180000,173478230,0
250743846,327213,156401531,915269,156179586,917019,116218,831336,520579928,1536398,251818023,37,450877,773251565,129,3.7,3.09,152875051,124718000,27936000,173369055,0
70677621,211221,46184771,212101,47242649,210549,49348,286531,111242369,17282,71762479,26,4175,248897998,135,0.78,0.63,36143214,33803000,1988000,57202690,0
255050425,616594,156967059,838605,157000941,838335,122155,844783,519106776,1177946,254885351,155,406337,776554503,129,3.69,3.07,156137137,130715000,24945000,176193899,0
248863855,320647,153728781,922776,153731390,923513,117930,853304,510933542,1515715,250303532,1,478567,762251949,126,3.59,2.98,153621704,121400000,31842000,174860950,0
71420816,208506,46396511,265148,46857209,261414,52022,299623,114129708,20500,72688416,49,17291,253303408,136,0.81,0.66,36005733,35761000,0,56160719,0
254052098,280764,156029129,736568,155765947,736037,111639,778439,516905782,1398332,255306809,16,254342,774907205,127,3.71,3.1,151360307,131091000,20013000,171523432,0
96826285,270128,64169859,494019,64006593,485709,80389,556443,298549138,1389529,96138356,593,299502,333970826,134,2.13,1.77,90934296,58459000,32253000,111079776,0
254248807,270498,156348975,703700,156348125,701353,103531,758943,498802135,914523,254337061,27,170078,772919425,129,3.54,2.94,150801116,128434000,22074000,170269629,0
66426237,234418,43967738,236460,44494053,234917,48007,300034,107907052,15894,68710917,1735,4209,235755754,134,0.76,0.62,35015365,34651000,0,54860415,0
72191590,235315,47122577,228367,47522622,219274,53049,310259,116706664,15201,74160563,20,4237,255834391,135,0.82,0.67,37212826,35881000,996000,57270277,0
66039217,200138,43181984,208339,43755188,205681,48598,305379,105932008,17777,68890009,1567,3928,235043353,135,0.75,0.61,34422316,32088000,2005000,54496168,0
252656505,309117,156034340,731138,156239309,731147,101897,771732,518244117,1387688,255059753,48,283875,774039354,129,3.77,3.15,151370461,127069000,24013000,172008120,0
255027256,272678,156695141,745911,156337323,739832,110618,830551,513902877,1306135,253823634,120,277558,776070864,128,3.74,3.11,154781031,126439000,28097000,176304387,0
255112410,306208,156569231,737821,156191923,737473,109174,823254,516071869,1063934,254996304,151,283145,779905262,129,3.66,3.04,153762324,129308000,24057000,174383748,0
256208824,262106,157230034,758038,156746034,758495,107682,812275,518352095,1300715,254627609,10,305636,778767285,128,3.78,3.15,156037776,114817000,40934000,176820665,0
257520421,288638,157758737,715285,157378215,714643,108954,829144,512703463,1227850,256479121,8,272399,785573108,128,3.68,3.07,154056049,127591000,26121000,175085282,0
256638435,401654,157749373,747862,157247824,741023,112886,874732,515664627,1238657,258033152,570,175404,788677712,129,3.76,3.14,151344469,118097000,33027000,172359834,0
255410117,341426,158736438,715104,158745927,713910,126071,847444,510081714,1055344,255421893,6,239067,777836595,323,3.62,3.0,154076446,128894000,24979000,175176931,0
72053162,183398,46312032,218027,46640584,214055,53677,309658,113335576,22063,72114984,57,4308,250004928,136,0.8,0.66,36476987,35155000,1004000,56881312,0
255438640,274579,156940737,759957,156716119,757768,103468,769848,501578158,1258599,255163423,16,160178,775973156,128,3.6,2.99,151628134,124282000,27061000,172657905,0
67241771,212379,43606164,302160,44031459,299489,47857,312281,109162235,17249,68801321,1566,3951,237000809,135,0.76,0.62,35251965,32940000,1996000,55483059,0
230734869,267603,140516364,459178,140314516,459347,99832,603273,322830582,40396,231250373,0,8924,697932424,325,2.34,1.94,97460237,96183000,1001000,118023286,0
249937849,262854,153751013,989455,153249762,987159,103938,817077,507030523,1133184,247904129,11981,503761,761146524,128,3.7,3.08,153884902,126831000,26753000,174336895,0
254630640,289173,157722560,1111877,157387832,1109914,108774,815166,515932463,1269747,253355523,47446,376501,782574873,130,3.71,3.08,155372454,134131000,21020000,176176309,0
238827194,229395,142878922,529766,141691123,529593,99374,609241,332101310,47126,237419418,1274,8224,716005478,327,2.46,2.06,98650087,93361000,4966000,119265150,0
69319292,230747,46647343,216234,47070932,213320,51140,301826,112291773,16263,71384921,37,4006,248290120,136,0.79,0.65,35449516,33074000,2004000,55825818,0
69847539,208573,45546647,214763,46334470,210491,47375,293151,111551563,17406,72071796,29,3941,251943439,134,0.8,0.65,35849610,32645000,2880000,57493299,0
250870007,356141,156336791,918226,156470396,917373,100714,766829,498850854,1101311,250994768,56,252828,771798171,131,3.61,3.02,146474391,121198000,25040000,166330775,0
257302470,299003,157043537,804393,156816379,801986,112323,789094,518887240,1232253,257031835,7,352262,783092363,129,3.76,3.13,154606777,127050000,27010000,175080724,0
246181058,319059,153175836,891837,152966679,891083,98985,758989,504277805,1073915,247766234,49,454268,757181722,130,3.59,3.0,147510333,121256000,26055000,167847262,0
72276987,195915,46226633,221751,45768889,212317,51759,300219,116827532,18891,72744589,1560,4407,259102187,137,0.86,0.7,37968817,36577000,1016000,58351508,0
254568571,291181,156483148,704724,156501322,705232,107356,797890,512776673,1265044,255653078,5,303328,777444636,128,3.7,3.08,153873137,125456000,28102000,173875742,0
71717058,215578,46472993,264140,46831396,257920,48412,286515,114751058,19068,72422377,30,21744,251613546,135,0.8,0.65,36984488,36575000,0,57630553,0
68347928,231448,43799793,247828,44799546,242759,49354,304333,111080119,18303,69932784,1887,5250,240597749,133,0.78,0.63,36040405,34788000,966000,56869121,0
253255919,299194,156026833,762184,156093083,757612,105114,790473,520835787,1633491,255034822,50,348969,772871349,128,3.75,3.13,153067148,122564000,30138000,173982284,0
96642377,289706,63952825,600443,63805410,594557,80272,556972,306246147,1515718,96772478,745,322461,333959800,134,2.18,1.79,94281831,66966000,26986000,114924524,0
254155816,295861,156238390,782156,156141040,780215,105157,801166,517267090,1513612,254827856,3,304640,775032999,128,3.72,3.09,155169508,123907000,30976000,175959597,0
250363427,330412,154283877,1003362,154100208,999832,107358,822427,514376241,1314797,251210203,13,479340,767510273,128,3.68,3.06,155047143,125790000,28951000,175939859,0
243548321,322233,151377843,863273,151058025,860067,107332,794214,508354675,1433784,245070947,1,422409,750745560,128,3.63,3.01,152898159,119479000,33133000,173576329,0
251288766,494443,156080570,946930,156568236,950001,107004,772399,503526600,1245674,251027432,153,256189,773126156,130,3.65,3.06,147622467,129398000,18055000,167817021,0
253150010,288272,157045574,913284,157149609,908206,104767,806519,520159876,1303696,252971037,32,488934,780392855,131,3.73,3.1,156056680,133692000,22114000,176838889,0
255530486,276561,156687422,748391,156082808,741179,109146,840410,517410864,1231621,254050311,120,294227,777279371,128,3.73,3.1,155518807,120231000,35067000,176853083,0
255358645,288984,156708835,709864,156476854,708086,104849,808765,514051856,1436895,255490819,7,298879,779181434,127,3.72,3.1,154347654,126071000,28015000,174391748,0
98032553,222760,64243015,591455,64018650,584356,76028,535179,307732579,1302388,98141939,133,429335,335981985,135,2.22,1.84,93958121,71493000,22152000,115305347,0
255752454,296654,156436092,713388,156274254,717075,123043,833815,514538451,1402681,254727499,141,293194,776166826,128,3.78,3.15,154179341,122772000,30942000,174987790,0
93290578,225171,62711789,526232,62790288,525050,73472,527470,300212313,1141550,93504529,1620,286058,322685802,133,2.12,1.76,90868086,58327000,32180000,111614746,0
255061489,311800,156838974,698495,157067090,697336,101378,763485,495243512,1287440,255775465,56,10643,779007412,127,3.54,2.95,148233934,125983000,21997000,167934338,0
253176963,327527,156086401,730584,156290185,730725,108573,786373,512752173,1403375,254454491,1,277028,773567882,128,3.67,3.05,154700404,128256000,26052000,174698621,0
95735639,230824,63314148,523644,63609050,525563,78697,538660,300080292,1222587,95767925,643,289476,328481429,135,2.16,1.78,91461858,62168000,29078000,110819102,0
67634619,179765,43386274,210901,43755379,207852,47967,300110,104895065,22654,68183501,1737,4420,235423204,136,0.74,0.6,34880986,32563000,2035000,55338805,0
254671210,340720,157718889,774976,157155245,764593,111009,840972,531572941,1128626,253618659,339843,260814,776076967,128,3.84,3.2,159561482,129336000,29846000,180225499,0
249550665,289275,153812974,933830,153488900,930962,104880,809319,511965443,1196507,248731339,24833,515039,763052452,127,3.7,3.08,155094831,124941000,29985000,175701306,0
69728164,189766,44588250,254150,43771868,253685,49297,296086,104316209,16484,67992246,1561,3043,239643064,133,0.79,0.66,31034933,29711000,1024000,51655419,0
254879547,291025,156755784,767991,156337447,764409,116605,815395,513170567,1152602,254715311,226341,38963,777075696,128,3.72,3.1,154034282,129514000,24095000,175286147,0
253475401,288524,156150834,753013,156044241,754236,106779,763338,520081780,1452530,254870500,6,306561,772588632,127,3.76,3.15,152200410,122755000,29179000,172774904,0
45338823,260032,6183161,287367,6177070,279349,101032,814046,551164772,22334,45091267,13,7667,125750795,134,3.95,3.29,164912659,162623000,1995000,185675797,1
830028434,1409518,486627396,4829842,486948337,4820234,656217,5770529,4641925163,159174,830448074,925,75450,5646494152,128,30.24,24.84,1359857035,1357522000,2000000,1380697322,1
25715408,166261,3479820,121488,3642360,123084,57417,440064,238346137,13665,25166019,154,3280,125117779,132,1.73,1.44,73383987,72064000,1000000,93166861,1
772233415,2044007,246706413,2054613,246716604,2039359,985685,8592393,7081462799,237437,771931754,1065,89855,2031445406,128,51.74,43.51,2073756393,2073216000,0,2094010789,1
20045152,118337,4235982,266994,4211424,268776,43344,305884,130414957,8641,19749716,102,1790,114491815,131,0.9,0.72,42290621,41007000,1000000,62888035,1
1502041,174282,6721224,152930,6325926,157453,49627,377962,213446077,12604,1327040,48,3637,124456740,132,1.45,1.19,64118621,62838000,997000,84387912,1
105943595,221791,31308212,212076,31364250,215709,107766,821052,571657750,25360,105506401,19,7374,697038267,128,4.01,3.33,171675947,170331000,1001000,191329334,1
45567096,257083,6059606,274995,6168071,272287,100493,797835,515720870,20203,44943417,0,6391,118215507,132,3.76,3.14,155055873,153732000,1004000,176169116,1
772354275,2106277,246649005,2103175,246690230,2103283,1013874,8800434,7086912287,242197,771946293,1018,91510,2032169348,129,50.62,42.34,2080729218,2079041000,1000000,2101246501,1
29432146,126862,4882028,165798,4825957,171506,50723,374786,183479064,12518,28825824,0,2375,128130187,132,1.28,1.05,57751601,56532000,991000,77224444,1
35999136,104389,10207100,151691,10283530,137539,44871,321439,144433246,12075,36141670,36,2094,144307836,133,1.01,0.83,46136304,44874000,997000,67250616,1
24074318,173501,3648599,127437,3464602,120772,61015,423808,258419779,14613,23694377,173,4254,176687461,128,1.88,1.56,79071196,76812000,1995000,98752938,1
388720953,1108247,124066523,1090886,124116667,1081117,503168,4408647,3538707321,120306,388030777,482,46107,1018486766,129,25.21,21.08,1039268624,1036975000,1999000,1060624408,1
30306227,177646,4650115,164434,4588391,167976,73079,513660,315790742,16272,30116840,110,5498,74500219,132,2.31,1.92,95789921,94549000,995000,116215625,1
48016743,139875,9229356,197977,9250857,195343,53983,459748,279021455,11371,47853369,0,3507,223955477,62,1.96,1.62,85619449,83388000,1985000,105539928,1
8776740,703834,87671520,4844106,87632616,4865552,320910,1875420,1314032572,76228,7975312,135,24079,441687439,1810,9.61,8.06,388774340,385479000,2988000,408844624,1
762409168,2071452,246627842,2089807,246764671,2086522,998567,8746991,7064478146,240812,762458196,1242,93664,2013146767,133,50.3,42.05,2068876571,2065514000,2999000,2089738539,1
35855677,154133,6569968,188157,6620860,170905,58028,419529,265537842,12880,35971864,140,4627,222715739,131,1.87,1.55,80759361,80503000,0,100925191,1
25714117,119606,3392665,125579,3483502,123534,62269,442137,250123143,22162,25936578,54,4089,162211074,130,1.83,1.52,77429844,75109000,1976000,97550965,1
27316012,166901,3693297,140023,3681578,137250,69128,503001,310023283,15408,27450830,173,5137,184982479,129,2.16,1.78,94189929,92917000,999000,114366296,1
391017694,618452,125917491,581711,125522255,573334,273994,2383231,1833568546,67735,391035666,367,26085,1953858537,133,12.13,9.97,541674591,538053000,2989000,562526379,1
25765478,130737,3712206,129312,3652687,124912,60535,439411,237252562,16645,25148259,101,3513,123838306,132,1.76,1.47,70488676,69211000,1003000,91253424,1
27523066,99506,8436708,174309,8446254,175413,43474,320460,161927263,14837,27458251,28,3042,165464068,129,1.12,0.91,51281426,48974000,1998000,72566399,1
44759967,187031,3749537,164765,3681083,161952,78882,623656,405764368,20783,44710990,23,5790,213106623,133,2.91,2.44,119177032,118926000,0,140001331,1
25649416,163871,3715973,123067,3711761,122964,60104,441337,239764824,11643,25181211,0,2803,123245827,132,1.8,1.51,70279591,69029000,1000000,90947477,1
749077941,1258653,347647346,24408255,347749313,24406757,616997,5139763,4241942209,141315,748435320,446,66606,5755399535,133,28.38,23.41,1243306709,1241760000,999000,1263278134,1
35861820,127363,13723524,213537,14025033,222235,49476,377022,186668260,16939,35811946,0,2641,156954930,133,1.37,1.13,58624097,57308000,1005000,79311152,1
32441296,150825,6828564,115492,6764436,110917,54912,431176,251221134,14286,32525971,20,4379,175321230,128,1.7,1.4,76543029,75281000,1003000,96354486,1
31149069,181947,4975747,219791,4952739,225568,66783,514316,316433353,14529,30760829,0,5026,77348512,128,2.27,1.89,95874512,94623000,996000,115901561,1
27448495,85936,5462873,153035,5418542,150575,42881,312714,148239189,15210,27757425,0,1837,125978623,133,1.07,0.89,43971585,42663000,1015000,63976195,1
726164303,662765,315937688,1099952,315709696,1087682,306288,2604270,2053826535,73658,725343850,189,25662,2804779720,133,14.28,11.86,605032460,603773000,999000,626057733,1
30911398,104235,6703407,118310,6883782,117572,56735,400641,188186022,16650,30999859,0,2479,188945979,127,1.28,1.05,58675354,57489000,1008000,79487446,1
205976410,370735,61157530,340573,61208856,347055,182591,1449960,1031804359,43744,206914065,29,13241,1042430878,136,7.13,5.92,300453952,297948000,1992000,321224057,1
24805775,114064,4722775,164163,4491932,162737,35685,248020,112054745,9753,24944970,42,2561,114934100,127,0.75,0.61,36187073,34976000,999000,56751897,1
50255265,133843,7050944,163956,7246994,164278,77892,608861,382855334,26448,50192660,0,4524,334936482,133,2.77,2.31,113216207,110939000,1981000,133751013,1
38001982,150862,10646036,747898,10683437,747808,49795,384975,196578433,10931,37564471,28,3361,144690306,133,1.42,1.17,60998707,58756000,1991000,81328421,1
46746445,206739,5751725,216736,5745278,214907,100730,827861,565368354,29286,46674078,0,6847,514069405,133,3.97,3.29,169588889,168364000,1002000,189655116,1
932714797,1360702,486446521,4770088,486428200,4767219,646690,5561444,4617810572,149472,932909817,257,73124,5343502410,133,30.68,25.24,1357825724,1356464000,1000000,1378772914,1
20562434,93025,3363929,85324,3233927,80832,38033,269013,116994941,13214,20620811,37,2403,123847135,133,0.83,0.69,34641050,33446000,1013000,53790125,1
34560452,123398,6876016,118123,7010180,118668,65758,462546,258078432,21586,34685049,56,4242,179700877,135,1.85,1.54,75932568,73484000,1986000,96767173,1
23369483,83873,9887297,104516,9969396,93219,41787,310018,156057516,19973,23526322,59,3455,123284193,129,1.13,0.93,50040224,48716000,994000,71183431,1
17534743,120831,2494312,83315,2361121,76467,37679,270077,103422967,9162,17657118,157,3104,99691313,132,0.69,0.56,33811378,31483000,1967000,54468414,1
54409496,183869,23326700,172452,23274789,168090,76781,615031,417092290,19597,54530652,60,5885,358066665,132,3.04,2.54,122825222,121494000,1004000,145256218,1
48479644,219090,23389669,154769,23688107,155191,92862,612427,361205534,16364,48750821,28,5690,301214683,132,2.58,2.16,105378984,102975000,1980000,125708518,1
48516322,149505,15550895,154820,15655774,155977,73905,566703,365497572,23677,48411827,0,5051,352363271,132,2.57,2.13,110246655,108036000,1982000,130466919,1
26939152,103532,5941658,90610,5788566,88520,42641,322923,151946314,14827,26634606,37,3026,100308855,133,1.08,0.88,48366098,47190000,1004000,68609107,1
34356255,151622,7062889,141719,7036405,132798,64051,477704,303009077,15235,34217589,16,4744,241589584,132,2.09,1.72,93619356,92389000,1004000,113155322,1
19303331,109356,3382772,91695,3381926,92017,42109,288148,138157577,8869,19655381,0,1908,105333669,133,0.95,0.78,40547552,39369000,1009000,60628901,1
25701814,157608,3748549,151598,3746270,151514,67867,531813,318130283,17722,25405009,0,3994,206065577,130,2.24,1.85,97066701,95798000,1008000,116961380,1
92462232,674610,22650215,346330,21547593,353438,368007,1507181,927801463,144732,92594042,141,23953,265100420,4040,6.82,5.7,274365298,267091000,6976000,294959680,1
13503992,89176,2468586,80901,2491254,80141,35558,250080,82116768,8683,13333351,0,1118,77677540,132,0.57,0.46,27665806,26474000,1018000,47517617,1
30799492,170393,3723796,156985,3785853,157294,76598,553854,329425914,16966,30722283,0,4729,209063465,131,2.3,1.9,99363860,98107000,1001000,120098199,1
186237357,326330,58397886,305591,58332954,301446,150843,1185708,866841334,35306,186909084,37,10396,1076778151,130,5.96,4.93,254052407,252575000,998000,275076116,1
1117342784,768358,385511881,2100858,385788040,2107707,376824,3214324,2544938529,95857,1118390339,375,33605,4258401997,133,18.52,15.47,747105962,745711000,999000,767707104,1
40124675,122813,18985462,222920,18587574,204514,59402,427224,238698561,16422,38676735,127,3301,242222205,128,1.71,1.43,70508330,69302000,1004000,91422442,1
31008628,127641,5266121,136129,5366255,135728,61342,478184,275787179,21319,30790629,49,3903,217366081,132,1.94,1.6,85057124,82776000,1994000,105541251,1
41503805,205753,10712590,180543,10691151,178852,80910,634676,412148729,18457,41308301,12,5981,397717220,132,2.9,2.4,123762623,122332000,1002000,144856910,1
1212396333,825758,583664974,2182810,583702346,2189928,412694,3527493,2780666053,108083,1211734621,363,43183,3763154393,131,21.22,17.86,819224854,817729000,999000,840038042,1
34595144,96010,9077351,108447,9260213,112994,54609,410800,196337736,21808,34755789,132,4273,203276397,128,1.41,1.16,60835637,59476000,1008000,81090990,1
739620112,1999932,232662556,1978447,232332138,1960408,940181,8171416,6816712635,225466,739561363,363,83957,2000517864,133,50.65,42.48,2000222032,1998624000,999000,2020206595,1
728006055,971650,227332535,999111,227357933,1003642,495159,4133685,3448907685,122234,727670705,537,44344,3814657244,132,23.12,19.03,1015918870,1013505000,1999000,1037498731,1
25662948,122685,3406177,130540,3448420,131228,60746,491618,291827498,21957,25605598,33,4776,249304455,128,2.19,1.83,89499498,88257000,1002000,110118538,1
59094783,198214,7290725,179989,7312966,188435,98982,730324,479897036,23569,58646635,18,6325,128718073,134,3.5,2.92,144347039,142067000,2000000,164411803,1
30066970,194478,6731228,218082,6553026,211142,68802,540861,364671298,17842,30019934,16,5310,79721117,129,2.73,2.29,106809816,104595000,1973000,127857524,1
57977397,611784,181175232,11749987,181289635,11743213,283547,2249858,1777054864,60411,57126042,202,27264,1472028031,132,12.24,10.14,523204085,520785000,1995000,543116195,1
32571693,157133,6963963,132371,6910209,127247,60507,436508,251703963,15040,32553982,167,5247,176050098,132,1.77,1.46,77437387,76169000,1002000,97776636,1
27366148,114074,8569208,177411,8498217,177020,44606,323042,163659456,12484,27403645,31,3138,165517219,134,1.15,0.94,51596170,50356000,1007000,72083820,1
24055420,152690,3548601,118411,3536506,119557,55665,423379,229443655,11832,23592041,0,2871,173053245,134,1.66,1.37,71455944,70147000,1002000,92200971,1
36009571,183941,7038027,146657,6981154,145617,68614,553964,348974969,17033,35971459,29,5379,242616320,127,2.47,2.04,104873609,103642000,996000,125573200,1
13014359,109442,5279640,69036,5160610,61711,29161,202842,64677192,8759,13240706,39,1947,69007760,133,0.47,0.39,20650614,19399000,1021000,40081317,1
152031051,1025825,61732835,165767,62141234,173224,241342,980830,387891839,92507,156206953,4192,24285,509698051,3858,2.8,2.32,117035549,107703000,8975000,138013680,1
37875806,129536,10228352,143071,10468129,147998,68232,546925,332702599,24259,38020216,41,4066,303567464,132,2.4,1.99,101314453,99031000,2000000,121690056,1
54091230,298962,4309928,293411,4286817,299939,147493,1216671,862237362,36769,54278545,34,11187,149880382,132,6.38,5.33,257012029,254627000,1997000,277861928,1
46610008,173583,7107209,138743,7095299,137902,67712,478326,313956030,13789,46489788,0,4959,215586315,129,2.18,1.8,95853399,94552000,995000,116050120,1
32927696,155950,7123480,125231,7217474,129306,68509,437976,251986383,15319,32503404,18,3395,177434853,127,1.8,1.5,74036011,72655000,1009000,94841270,1
1020094937,9190511,343145228,5494408,338460526,5326325,1821665,15444183,9245133525,649429,1010243254,72793,242418,2519322582,3536,66.86,56.32,2629238434,2626638000,1999000,2649254597,1
59773927,333508,11083739,273889,11051602,276674,133198,1149585,818876693,35972,59583825,41,11661,188438392,133,6.04,5.06,244973875,243596000,998000,264757910,1
37806667,143816,10461611,144727,10500282,148539,69082,548080,334078647,22113,37941005,26,3914,303614513,130,2.45,2.05,98696554,97441000,1004000,119098199,1
35117961,162626,8591731,125236,8711967,115511,57406,382022,224665981,11413,35130653,36,4090,165963965,132,1.63,1.37,65650513,63432000,1982000,86385977,1
30407811,150433,8462827,223658,8372340,241655,43572,307403,144508519,5428,30475071,0,1780,149536768,127,1.04,0.87,42403799,41150000,1003000,62469666,1
195055903,528202,92748120,1526862,92630798,1455770,99472,633237,324840572,28406,194638841,159,7630,550344401,524,2.33,1.94,98566945,97221000,1002000,118442416,2
338051051,891100,167490929,1501336,164868659,1549461,201138,1019676,563536472,60592,328587876,307,10128,984616725,918,4.03,3.36,168749455,165588000,3010000,189333242,2
203777700,695656,162612475,1399654,162309283,1349926,152412,798083,388858937,55319,201537273,260,10158,659350982,916,2.7,2.23,118359488,115079000,3002000,138634064,2
621859075,1154058,300108411,1902025,296774755,1952463,292097,1598112,1024126659,86001,622890362,1405,17962,1797147187,1301,7.32,6.11,305422141,299120000,6002000,326349008,2
325735531,847799,165984169,1580338,165057682,1552084,173888,932682,499690652,74419,319995627,239,9579,891775188,909,3.62,3.02,148692107,145469000,3009000,168619219,2
466713933,692557,240619046,1531090,240697368,1652280,188297,1287683,755088913,56660,463023575,474,16216,1342576072,1002,5.42,4.53,225272298,224011000,1000000,245510424,2
452043165,613812,233313933,1612061,234333666,1534116,178022,1138014,723210233,51324,455698657,418,13354,1315373873,520,5.21,4.36,214117042,209854000,3997000,234505623,2
318659268,473613,164085444,1604283,164605734,1474823,139073,831951,482956091,51722,318556144,43,9779,882440676,520,3.54,2.95,145755554,139385000,6016000,165713179,2
368841604,543542,181060494,1605252,177742285,1616517,151033,994211,617470563,53780,366213412,313,13735,1083759828,526,4.45,3.71,186022012,182713000,3011000,206805719,2
314497557,564044,164736958,1531705,167054127,1503275,127961,806663,484531109,34411,320310940,398,11905,877898217,518,3.47,2.88,146210578,140758000,4956000,166829920,2
318109040,469011,166497778,1461390,164216896,1519951,136181,846722,488289197,49606,319842502,32,8388,882255743,518,3.6,3.01,144084393,141788000,2011000,164206324,2
448924356,690348,237242270,1877602,236869278,1933009,172438,1194287,805570395,45682,447644570,2390,15329,1281222384,521,5.75,4.81,235346502,234004000,1004000,255749832,2
