@relation problema-weka.filters.unsupervised.attribute.Remove-R3-8

@attribute pkg numeric
@attribute cores numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
0.46,0.45,1
1.01,0.97,1
0.27,0.27,1
0.2,0.2,1
0.36,0.35,1
1.59,1.52,1
0.59,0.57,1
3.18,3.07,1
3.45,3.3,1
0.46,0.43,1
0.48,0.46,1
1.79,1.72,1
0.28,0.27,1
0.15,0.15,1
0.55,0.53,1
2.93,2.83,1
0.3,0.3,1
0.68,0.66,1
0.23,0.22,1
1.84,1.76,1
0.24,0.23,1
1,0.95,1
0.15,0.14,1
0.22,0.22,1
2.69,2.58,1
0.43,0.42,1
0.16,0.15,1
0.13,0.13,1
0.25,0.24,1
0.5,0.49,1
0.2,0.19,1
0.49,0.47,1
0.21,0.2,1
1.67,1.61,1
0.12,0.12,1
0.49,0.47,1
0.9,0.86,1
2.29,2.2,1
0.23,0.21,1
0.47,0.45,1
0.46,0.45,1
0.98,0.95,1
0.22,0.21,1
3.37,3.24,1
0.47,0.45,1
1.08,1.04,1
0.69,0.67,1
3.69,3.55,1
0.46,0.44,1
0.2,0.19,1
0.47,0.44,1
0.43,0.4,1
0.12,0.12,1
0.28,0.26,1
1.84,1.77,1
0.43,0.41,1
3.41,3.27,1
1.71,1.64,1
0.28,0.26,1
0.81,0.78,2
0.8,0.78,2
0.96,0.92,2
0.82,0.8,2
0.49,0.48,2
0.79,0.76,2
0.85,0.82,2
0.75,0.72,2
0.41,0.39,2
0.41,0.4,2
0.75,0.73,2
0.78,0.76,2
0.83,0.8,2
0.81,0.79,2
0.37,0.37,2
0.39,0.39,2
0.41,0.4,2
0.76,0.74,2
0.38,0.37,2
0.37,0.36,2
0.83,0.8,2
0.77,0.75,2
0.71,0.68,2
0.77,0.75,2
0.43,0.41,2
0.77,0.76,2
0.76,0.73,2
0.83,0.81,2
0.82,0.8,2
1.44,1.4,2
0.81,0.79,2
0.92,0.89,2
0.75,0.73,2
0.37,0.36,2
0.37,0.36,2
0.39,0.38,2
0.4,0.38,2
0.82,0.79,2
0.85,0.83,2
0.81,0.79,2
0.4,0.39,2
0.79,0.77,2
0.45,0.43,2
0.35,0.33,2
0.79,0.76,2
0.39,0.38,2
0.38,0.37,2
0.4,0.39,2
1.45,1.41,2
0.79,0.77,2
0.4,0.39,2
0.78,0.76,2
0.79,0.77,2
0.72,0.7,2
0.38,0.36,2
0.39,0.38,2
1.39,1.34,2
0.8,0.78,2
0.79,0.77,2
0.8,0.78,2
0.47,0.45,2
0.39,0.37,2
0.79,0.77,2
0.78,0.76,2
0.49,0.48,2
0.41,0.4,2
0.33,0.32,2
0.84,0.82,2
0.38,0.37,2
0.81,0.78,2
0.93,0.9,2
0.99,0.96,2
0.77,0.76,2
0.83,0.8,2
0.44,0.42,2
0.38,0.37,2
0.77,0.76,2
0.36,0.36,2
0.65,0.63,2
0.52,0.5,2
1.08,1.04,3
1.16,1.12,3
1.21,1.17,3
0.96,0.93,3
2.44,2.36,3
1.76,1.7,3
3.06,2.96,3
3.06,2.97,3
1.76,1.7,3
1.05,1.01,3
1.02,0.99,3
3.15,3.05,3
1.25,1.2,3
2.36,2.28,3
3.1,3.01,3
2.4,2.32,3
2.3,2.23,3
2.3,2.22,3
0.96,0.92,3
1.06,1.01,3
1.04,1,3
1.05,1.01,3
2.26,2.17,3
1.67,1.62,3
3.03,2.93,3
3.54,3.41,3
1.01,0.98,3
1.67,1.62,3
3.09,2.97,3
3.06,2.96,3
1.05,1.01,3
1.07,1.03,3
1.82,1.76,3
3.31,3.21,3
1.04,1.01,3
3.12,3.02,3
2.3,2.22,3
1.17,1.13,3
1.03,0.99,3
3.23,3.12,3
3.28,3.17,3
1.18,1.14,3
2.92,2.82,3
1.02,0.99,3
1.06,1.02,3
3.07,2.97,3
1.14,1.1,3
3.97,3.83,3
3.01,2.92,3
2.29,2.21,3
1.02,0.98,3
2.03,1.97,3
1.03,0.99,3
2.3,2.22,3
3.08,2.98,3
2.39,2.3,3
0.93,0.9,3
0.95,0.92,3
1,0.97,3
2.29,2.21,3
3.01,2.91,3
1.01,0.98,3
1.32,1.28,3
0.99,0.95,3
2.35,2.26,3
3.04,2.93,3
1.01,0.97,3
3.03,2.93,3
1.04,1,3
1.04,1.01,3
2.33,2.24,3
2.21,2.13,3
1.79,1.73,3
3.07,2.96,3
3.28,3.18,3
1.04,1,3
2.32,2.24,3
0.96,0.94,3
3.13,3.02,3
1.05,1.02,3
2.11,2,4
1.21,1.16,4
2.73,2.64,4
2.88,2.79,4
1.91,1.85,4
1.08,1.04,4
1.89,1.83,4
2.94,2.85,4
1.32,1.27,4
2.86,2.77,4
2.64,2.55,4
2.65,2.56,4
1.85,1.79,4
2.7,2.62,4
1.99,1.91,4
1.86,1.8,4
1.86,1.79,4
1.86,1.79,4
1.94,1.88,4
2.63,2.54,4
2.09,2.01,4
3.15,3.03,4
1.89,1.83,4
2.66,2.58,4
2.64,2.55,4
1.87,1.79,4
1.09,1.06,4
2,1.93,4
1.87,1.8,4
2.02,1.95,4
1.84,1.77,4
1.86,1.79,4
1.88,1.81,4
1.85,1.79,4
3.55,3.41,4
1.8,1.74,4
1.81,1.75,4
2.63,2.54,4
1.83,1.77,4
1.99,1.92,4
1.85,1.79,4
1.84,1.78,4
1.02,0.98,4
1.91,1.85,4
2.59,2.5,4
1.83,1.77,4
1.33,1.27,4
1.92,1.85,4
1.85,1.79,4
1.87,1.8,4
2.13,2.05,4
1.79,1.72,4
1.08,1.03,4
2.07,2,4
2.52,2.44,4
2.59,2.5,4
1.12,1.08,4
2.21,2.12,4
1.93,1.87,4
2.66,2.58,4
4.44,4.28,4
1.76,1.7,4
3.22,3.12,4
1.2,1.15,4
1.89,1.82,4
1.8,1.73,4
1.25,1.2,4
1.83,1.77,4
1.88,1.8,4
2.61,2.53,4
1.84,1.78,4
1.86,1.79,4
1.01,0.97,4
2.67,2.58,4
2.61,2.53,4
1.79,1.74,4
1.24,1.19,4
1.11,1.06,4
2.62,2.54,4
1.89,1.82,4
2.13,2.05,5
2.67,2.58,5
2,1.94,5
2.84,2.76,5
2.7,2.61,5
1.91,1.84,5
1.53,1.47,5
2.61,2.52,5
1.97,1.9,5
1.88,1.82,5
1.89,1.82,5
2.7,2.61,5
1.52,1.46,5
2.15,2.08,5
1.84,1.78,5
1.89,1.83,5
1.97,1.9,5
1.87,1.8,5
2.46,2.36,5
2.24,2.16,5
1.91,1.85,5
2.19,2.11,5
1.88,1.82,5
1.48,1.42,5
1.88,1.81,5
2.68,2.6,5
2.1,2.03,5
2.42,2.32,5
1.91,1.86,5
2.21,2.14,5
2.34,2.26,5
2.68,2.59,5
2.12,2.05,5
1.88,1.82,5
2.05,1.97,5
1.89,1.83,5
1.88,1.82,5
1.44,1.38,5
2.64,2.56,5
1.92,1.85,5
1.93,1.87,5
1.85,1.79,5
1.92,1.85,5
1.92,1.86,5
2.77,2.67,5
2.26,2.18,5
1.39,1.33,5
1.92,1.86,5
2.14,2.08,5
1.54,1.48,5
1.89,1.83,5
3.64,3.49,5
1.61,1.54,5
2.56,2.47,5
2.34,2.26,5
2.17,2.09,5
1.89,1.83,5
2.15,2.06,5
2.93,2.84,5
2.13,2.06,5
2.56,2.48,5
3.67,3.53,5
2.13,2.05,5
1.93,1.86,5
2.43,2.35,5
2.65,2.56,5
2.68,2.59,5
2.64,2.56,5
2.66,2.57,5
1.87,1.8,5
1.79,1.72,5
1.9,1.83,5
1.88,1.81,5
1.52,1.47,5
2.66,2.57,5
2.6,2.52,5
2.64,2.56,5
1.79,1.73,5
1.78,1.72,5
1.95,1.87,5
3.11,3.02,6
2.46,2.39,6
0.96,0.93,6
3.34,3.22,6
3.46,3.32,6
3.04,2.95,6
2.75,2.67,6
2.5,2.4,6
2.85,2.75,6
1.45,1.41,6
3,2.91,6
1.69,1.64,6
1.42,1.37,6
0.95,0.92,6
2.44,2.38,6
3.15,3.06,6
0.99,0.96,6
3.08,2.97,6
3.17,3.06,6
0.87,0.85,6
3.39,3.26,6
1.24,1.18,6
0.82,0.8,6
4.97,4.79,6
1.47,1.42,6
3.05,2.96,6
3.82,3.71,6
4.94,4.76,6
4.9,4.73,6
5,4.83,6
0.9,0.87,6
3.45,3.31,6
2.95,2.84,6
4.83,4.68,6
0.8,0.79,6
1.91,1.85,6
1.99,1.92,6
4.89,4.73,6
1.07,1.03,6
3.5,3.35,6
1.03,1,6
0.86,0.83,6
3.47,3.33,6
1,0.97,6
0.81,0.78,6
4.99,4.82,6
0.95,0.92,6
2.99,2.89,6
2.91,2.83,6
3.83,3.7,6
0.98,0.95,6
3.62,3.47,6
3.02,2.93,6
1.02,0.99,6
2.57,2.51,6
1.15,1.11,6
2.51,2.44,6
3.48,3.37,6
4.91,4.73,6
3.37,3.24,6
1.38,1.34,6
1.34,1.31,6
1.77,1.71,6
2.98,2.9,6
2.9,2.82,6
2.61,2.54,6
3.83,3.68,6
0.88,0.85,6
2.43,2.36,6
3.48,3.35,6
0.92,0.9,6
1.8,1.74,6
2.46,2.39,6
0.9,0.86,6
0.9,0.87,6
2.07,2,6
2.57,2.48,6
0.92,0.9,6
2.48,2.4,6
1.45,1.4,6
4.13,3.97,7
1.73,1.69,7
2.99,2.88,7
3.53,3.36,7
1.13,1.07,7
0.64,0.63,7
1.09,1.06,7
1.34,1.3,7
1.09,1.05,7
1.1,1.06,7
1.27,1.24,7
1.35,1.31,7
1.04,1.01,7
4.01,3.84,7
0.71,0.68,7
3.52,3.35,7
1.05,1.02,7
4.1,3.95,7
1.15,1.12,7
3.5,3.34,7
1.08,1.04,7
1.63,1.58,7
2.46,2.39,7
4.04,3.86,7
1.07,1.03,7
1.43,1.39,7
3.54,3.37,7
1.23,1.19,7
1.16,1.12,7
0.94,0.91,7
3.31,3.15,7
1.08,1.05,7
3.79,3.62,7
0.98,0.95,7
3.33,3.19,7
3.53,3.36,7
3.8,3.63,7
3.57,3.41,7
1.06,1.03,7
1.05,1.02,7
0.69,0.67,7
3.73,3.55,7
3.16,3.04,7
0.69,0.67,7
3.59,3.43,7
1.7,1.65,7
1.07,1.03,7
4.05,3.86,7
1.4,1.37,7
3.59,3.43,7
1.04,1.01,7
4.06,3.87,7
3.85,3.67,7
4.12,3.94,7
0.68,0.66,7
0.82,0.8,7
1.67,1.62,7
4.24,4.05,7
4.58,4.38,7
1.05,1.02,7
0.94,0.92,7
4.04,3.87,7
3.96,3.79,7
3.52,3.36,7
1.01,0.99,7
0.78,0.75,7
3.55,3.39,7
1.21,1.18,7
3.13,3.01,7
1.36,1.32,7
3,2.89,7
3.57,3.42,7
1.08,1.05,7
1.04,1,7
1.34,1.31,7
4.21,4.06,7
0.8,0.79,7
3.15,3.02,7
3.67,3.5,7
3.45,3.29,7
2.29,2.21,8
1.89,1.82,8
2.11,2.04,8
2.98,2.87,8
1.47,1.42,8
1.53,1.47,8
4.61,4.45,8
1.73,1.66,8
6.01,5.79,8
1.54,1.48,8
1.77,1.72,8
1.43,1.37,8
4.22,4.09,8
1.33,1.29,8
1.62,1.56,8
1.45,1.39,8
4.71,4.56,8
1.22,1.17,8
4.22,4.08,8
2.99,2.88,8
1.62,1.56,8
2.44,2.35,8
1.7,1.64,8
2.93,2.83,8
1.14,1.1,8
1.96,1.9,8
4.17,4.03,8
4.17,4.03,8
4.5,4.35,8
1.81,1.74,8
4.15,4.01,8
1.47,1.42,8
1.38,1.34,8
1.56,1.5,8
1.91,1.84,8
2.66,2.53,8
1.39,1.33,8
1.88,1.8,8
1.57,1.51,8
2.37,2.29,8
1.49,1.44,8
1.83,1.77,8
2.65,2.54,8
5.09,4.92,8
1.71,1.66,8
2.01,1.94,8
1.63,1.58,8
1.64,1.57,8
1.4,1.35,8
1.56,1.51,8
1.39,1.34,8
1.54,1.48,8
2.39,2.31,8
1.87,1.81,8
1.59,1.54,8
1.39,1.35,8
1.43,1.38,8
4.97,4.82,8
1.86,1.8,8
5.6,5.42,8
1.68,1.63,8
1.52,1.47,8
4.26,4.11,8
1.44,1.38,8
4.27,4.13,8
5.03,4.86,8
1.21,1.16,8
2.77,2.65,8
1.81,1.75,8
4.29,4.16,8
1.7,1.65,8
1.4,1.35,8
4.44,4.29,8
4.49,4.35,8
3.24,3.12,8
4.81,4.67,8
5.21,5.03,8
1.97,1.91,8
4.14,4,8
1.36,1.31,8
0.51,0.49,9
0.52,0.5,9
0.21,0.21,9
0.48,0.47,9
0.5,0.48,9
0.15,0.14,9
0.05,0.04,9
0.56,0.54,9
0.49,0.47,9
0.48,0.48,9
0.12,0.12,9
0.38,0.37,9
0.21,0.21,9
0.48,0.47,9
0.03,0.04,9
0.25,0.24,9
0.5,0.49,9
0.5,0.49,9
0.16,0.16,9
1.35,1.29,9
0.18,0.17,9
0.21,0.2,9
0.51,0.51,9
0.04,0.04,9
0.15,0.15,9
0.14,0.14,9
0.03,0.03,9
0.5,0.48,9
0.51,0.5,9
0.54,0.53,9
0.51,0.49,9
0.22,0.21,9
0.24,0.24,9
0.5,0.47,9
1.2,1.15,9
0.52,0.51,9
0.23,0.22,9
0.05,0.04,9
0.43,0.41,9
0.19,0.18,9
0.23,0.22,9
0.15,0.15,9
0.16,0.15,9
0.28,0.27,9
0.05,0.05,9
0.09,0.08,9
0.48,0.46,9
0.5,0.48,9
0.03,0.04,9
0.15,0.15,9
0.04,0.04,9
0.21,0.2,9
0.22,0.21,9
0.14,0.14,9
0.15,0.14,9
0.18,0.18,9
0.14,0.13,9
0.03,0.04,9
0.52,0.51,9
0.51,0.49,9
0.05,0.04,9
0.03,0.04,9
0.52,0.51,9
0.15,0.15,9
0.15,0.16,9
0.12,0.12,9
0.14,0.14,9
0.5,0.48,9
0.21,0.21,9
0.54,0.53,9
0.51,0.5,9
0.06,0.05,9
0.63,0.61,9
0.03,0.03,9
0.51,0.49,9
0.16,0.16,9
0.09,0.1,9
0.04,0.04,9
0.48,0.47,9
0.03,0.04,9
0.75,0.72,10
0.77,0.74,10
0.73,0.7,10
0.59,0.56,10
0.74,0.71,10
0.7,0.68,10
0.9,0.87,10
0.77,0.75,10
0.75,0.73,10
1.13,1.12,10
1.44,1.4,10
1.46,1.41,10
0.57,0.56,10
1.61,1.55,10
0.49,0.47,10
1.37,1.33,10
1.33,1.29,10
0.78,0.75,10
0.76,0.73,10
0.55,0.53,10
0.54,0.53,10
0.51,0.5,10
0.7,0.68,10
0.52,0.5,10
0.7,0.68,10
1.34,1.3,10
1.31,1.26,10
0.79,0.76,10
0.7,0.67,10
1.31,1.27,10
1.22,1.17,10
1.19,1.15,10
1.28,1.24,10
0.86,0.83,10
0.72,0.7,10
0.47,0.46,10
1.38,1.33,10
0.75,0.72,10
1.21,1.18,10
1.09,1.07,10
0.52,0.5,10
0.98,0.94,10
0.55,0.53,10
0.53,0.52,10
0.58,0.57,10
1.35,1.32,10
1.33,1.28,10
1.14,1.11,10
1.17,1.13,10
1.15,1.11,10
1.45,1.4,10
1.96,1.91,10
1.91,1.83,10
0.84,0.8,10
0.97,0.93,10
0.74,0.72,10
0.53,0.52,10
0.79,0.76,10
0.79,0.76,10
0.78,0.75,10
1.34,1.3,10
1.48,1.44,10
0.66,0.64,10
0.79,0.76,10
0.52,0.51,10
0.71,0.68,10
0.72,0.69,10
1.51,1.45,10
1.37,1.31,10
1.14,1.1,10
0.84,0.82,10
0.8,0.78,10
1.21,1.17,10
1.12,1.1,10
2.01,1.94,10
0.59,0.57,10
0.49,0.47,10
0.54,0.53,10
0.65,0.63,10
1.37,1.33,10
0.67,0.65,11
0.62,0.59,11
0.74,0.71,11
0.87,0.84,11
0.64,0.61,11
3.86,3.77,11
0.91,0.88,11
3.65,3.54,11
0.61,0.59,11
0.97,0.94,11
0.64,0.63,11
0.63,0.61,11
0.63,0.62,11
0.65,0.62,11
0.74,0.72,11
0.6,0.58,11
0.64,0.62,11
0.82,0.8,11
0.62,0.6,11
1.09,1.06,11
0.63,0.61,11
3.84,3.75,11
0.6,0.59,11
0.55,0.52,11
0.61,0.6,11
0.61,0.59,11
4.39,4.25,11
0.64,0.63,11
0.65,0.63,11
0.56,0.55,11
0.68,0.67,11
1.22,1.19,11
0.64,0.61,11
0.66,0.64,11
0.57,0.55,11
0.94,0.92,11
0.74,0.73,11
0.97,0.94,11
0.96,0.94,11
4.03,3.92,11
0.94,0.92,11
0.58,0.55,11
4.06,3.94,11
0.64,0.62,11
0.54,0.52,11
1.17,1.14,11
0.61,0.59,11
3.73,3.62,11
0.44,0.43,11
1.49,1.45,11
7.61,7.41,11
0.59,0.58,11
0.61,0.6,11
3.71,3.61,11
1.1,1.06,11
0.99,0.96,11
0.79,0.76,11
0.76,0.73,11
3.77,3.67,11
0.74,0.71,11
0.71,0.68,11
3.75,3.66,11
0.82,0.78,11
0.61,0.6,11
0.62,0.6,11
0.61,0.59,11
3.76,3.66,11
0.78,0.76,11
0.7,0.67,11
0.82,0.79,11
0.67,0.65,11
0.74,0.73,11
0.87,0.84,11
0.77,0.74,11
1.54,1.5,11
0.66,0.64,11
3.9,3.79,11
0.67,0.65,11
0.78,0.77,11
3.67,3.57,11
1.29,1.25,12
1.41,1.35,12
1.27,1.24,12
0.46,0.45,12
2.03,1.95,12
0.46,0.45,12
2.23,2.15,12
1.08,1.04,12
1.21,1.18,12
0.51,0.5,12
1.18,1.15,12
0.5,0.49,12
1.24,1.21,12
1.17,1.14,12
0.48,0.47,12
1.16,1.11,12
1.49,1.45,12
1.93,1.86,12
0.89,0.86,12
1.16,1.13,12
1.17,1.14,12
1.1,1.07,12
0.41,0.39,12
0.68,0.66,12
1.19,1.15,12
1.2,1.16,12
1.21,1.18,12
0.41,0.39,12
1.23,1.19,12
1.25,1.21,12
0.37,0.36,12
1.93,1.86,12
2.15,2.07,12
0.46,0.44,12
1.22,1.19,12
0.46,0.44,12
1.36,1.32,12
2.05,1.99,12
0.41,0.39,12
1.2,1.17,12
1.25,1.22,12
0.47,0.45,12
1.02,0.98,12
1.14,1.11,12
0.45,0.44,12
0.51,0.49,12
1.24,1.21,12
1.13,1.1,12
2.22,2.15,12
2.49,2.39,12
0.97,0.93,12
1.2,1.17,12
1.2,1.16,12
0.4,0.38,12
1.16,1.13,12
0.55,0.53,12
1.19,1.16,12
1.3,1.26,12
0.58,0.56,12
0.9,0.87,12
0.68,0.66,12
1.21,1.18,12
1.17,1.13,12
0.51,0.49,12
0.47,0.45,12
0.52,0.51,12
0.39,0.38,12
2.06,1.99,12
1.93,1.87,12
1.28,1.23,12
0.51,0.5,12
0.51,0.5,12
1.96,1.9,12
0.49,0.48,12
1.28,1.24,12
2.08,2.01,12
0.46,0.45,12
0.39,0.38,12
0.5,0.49,12
1.2,1.17,12
0.15,0.13,13
0.28,0.27,13
0.32,0.32,13
0.16,0.16,13
0.29,0.28,13
0.31,0.29,13
0.12,0.12,13
0.16,0.15,13
0.26,0.26,13
0.29,0.28,13
0.3,0.29,13
0.16,0.16,13
0.3,0.29,13
0.13,0.13,13
0.29,0.28,13
0.13,0.13,13
0.32,0.31,13
0.29,0.28,13
0.12,0.11,13
0.29,0.28,13
0.33,0.32,13
0.3,0.29,13
0.33,0.32,13
0.31,0.3,13
0.12,0.12,13
0.3,0.3,13
0.12,0.12,13
0.3,0.3,13
0.32,0.31,13
0.32,0.31,13
0.04,0.03,13
0.29,0.29,13
0.09,0.09,13
0.29,0.28,13
0.18,0.17,13
0.16,0.15,13
0.12,0.12,13
0.15,0.15,13
0.28,0.27,13
0.27,0.27,13
0.29,0.28,13
0.12,0.11,13
0.29,0.29,13
0.09,0.09,13
0.12,0.12,13
0.12,0.12,13
0.3,0.29,13
0.3,0.29,13
0.3,0.29,13
0.28,0.27,13
0.21,0.21,13
0.13,0.12,13
0.15,0.15,13
0.33,0.31,13
0.24,0.23,13
0.31,0.29,13
0.29,0.28,13
0.3,0.29,13
0.31,0.29,13
0.32,0.31,13
0.29,0.28,13
0.29,0.28,13
0.29,0.28,13
0.27,0.27,13
0.29,0.28,13
0.17,0.17,13
0.11,0.11,13
0.29,0.28,13
0.29,0.28,13
0.13,0.12,13
0.22,0.21,13
0.31,0.31,13
0.33,0.31,13
0.33,0.31,13
0.13,0.12,13
0.12,0.12,13
0.31,0.31,13
0.29,0.28,13
0.3,0.29,13
0.3,0.31,13
0.54,0.52,14
1.84,1.77,14
1.54,1.49,14
0.17,0.16,14
1.66,1.6,14
4.25,4.11,14
1.57,1.52,14
2.31,2.23,14
1.92,1.85,14
1.87,1.8,14
1.57,1.51,14
0.97,0.93,14
0.97,0.93,14
2.06,1.99,14
2.03,1.97,14
0.46,0.44,14
0.77,0.74,14
1.86,1.8,14
1.75,1.69,14
2.17,2.09,14
1.86,1.79,14
2.04,1.98,14
0.14,0.13,14
2.26,2.18,14
0.32,0.3,14
2.02,1.95,14
1.74,1.68,14
0.67,0.65,14
0.49,0.47,14
1.27,1.23,14
1.88,1.8,14
1.05,1.02,14
2.15,2.07,14
2.35,2.27,14
2.03,1.95,14
3.2,3.1,14
1.6,1.53,14
2.22,2.13,14
1.03,1,14
1.85,1.76,14
2.14,2.06,14
1.93,1.86,14
2.47,2.39,14
2.15,2.07,14
1.57,1.51,14
2.25,2.17,14
1.25,1.21,14
2.17,2.09,14
0.6,0.59,14
2.04,1.97,14
1.27,1.22,14
2.27,2.19,14
0.92,0.89,14
1.19,1.15,14
0.79,0.77,14
2.37,2.28,14
2.35,2.27,14
1.32,1.27,14
2.64,2.55,14
1.15,1.1,14
2.31,2.23,14
1.74,1.68,14
2.37,2.28,14
2.24,2.15,14
0.68,0.65,14
2.43,2.35,14
2.26,2.19,14
1.07,1.04,14
2.15,2.07,14
0.54,0.53,14
1.04,1.01,14
1.2,1.16,14
0.59,0.57,14
0.74,0.71,14
1.89,1.83,14
2.04,1.97,14
0.98,0.94,14
1.84,1.79,14
0.75,0.72,14
1.89,1.82,14
0.59,0.58,15
1.31,1.26,15
0.57,0.56,15
0.6,0.58,15
0.58,0.56,15
0.23,0.21,15
0.6,0.58,15
1.63,1.58,15
0.65,0.64,15
1.64,1.59,15
0.56,0.54,15
0.6,0.59,15
0.57,0.54,15
0.57,0.55,15
1.63,1.58,15
0.64,0.61,15
0.57,0.55,15
0.58,0.57,15
0.55,0.53,15
2.17,2.1,15
0.57,0.55,15
0.58,0.57,15
0.57,0.56,15
1.64,1.6,15
0.56,0.54,15
1.65,1.61,15
0.6,0.58,15
0.58,0.56,15
0.6,0.58,15
0.93,0.89,15
0.62,0.61,15
0.52,0.49,15
1.74,1.68,15
1.63,1.59,15
3.71,3.6,15
0.58,0.55,15
0.62,0.6,15
0.62,0.6,15
1.63,1.58,15
0.65,0.63,15
0.94,0.91,15
0.6,0.58,15
0.56,0.55,15
0.87,0.84,15
1.66,1.61,15
0.6,0.58,15
1.58,1.54,15
0.57,0.55,15
0.54,0.52,15
0.55,0.54,15
0.57,0.55,15
0.59,0.57,15
0.65,0.62,15
0.6,0.58,15
1.64,1.59,15
1.65,1.6,15
0.51,0.49,15
0.61,0.6,15
1.65,1.6,15
0.7,0.68,15
0.58,0.56,15
1.63,1.59,15
1.71,1.66,15
0.61,0.59,15
1.6,1.55,15
0.88,0.85,15
1.63,1.58,15
1.61,1.57,15
0.6,0.59,15
0.6,0.58,15
1.61,1.57,15
1.63,1.58,15
2.87,2.77,15
1.62,1.57,15
0.61,0.59,15
2.48,2.4,15
0.57,0.55,15
0.58,0.56,15
0.62,0.6,15
1.64,1.59,15
1.41,1.35,16
1.7,1.66,16
1.5,1.47,16
1.36,1.3,16
1.69,1.65,16
1.5,1.45,16
1.05,1.01,16
1.61,1.55,16
1.43,1.38,16
1.44,1.4,16
1.51,1.45,16
1.22,1.18,16
1.16,1.12,16
3.37,3.28,16
1.43,1.39,16
1.41,1.37,16
1.07,1.04,16
1.57,1.52,16
1.09,1.05,16
3.6,3.51,16
2.81,2.6,16
4.01,3.89,16
1.45,1.4,16
1.45,1.41,16
1.8,1.73,16
1.06,1.03,16
1.58,1.53,16
1.47,1.42,16
1.46,1.42,16
1.01,0.97,16
1.27,1.24,16
1.47,1.42,16
1.58,1.52,16
1.41,1.36,16
1.52,1.47,16
3.14,3.05,16
3.75,3.55,16
1.47,1.41,16
1.07,1.03,16
1.07,1.01,16
1.38,1.34,16
1.73,1.67,16
1.5,1.45,16
1.17,1.13,16
1.67,1.6,16
1.61,1.55,16
1.47,1.43,16
1.5,1.45,16
1.66,1.61,16
3.22,3.1,16
1.5,1.46,16
2,1.94,16
1.57,1.52,16
1.6,1.55,16
1.45,1.4,16
0.82,0.79,16
1.13,1.09,16
3.3,3.21,16
3.35,3.26,16
1.73,1.68,16
1.48,1.43,16
1.77,1.73,16
1.27,1.23,16
4.44,4.31,16
1.73,1.67,16
3.16,3.08,16
1.12,1.08,16
1.5,1.45,16
4.44,4.32,16
1.79,1.74,16
1.53,1.47,16
1.14,1.11,16
1.71,1.66,16
1.71,1.65,16
3.44,3.35,16
3.48,3.39,16
1.57,1.52,16
2.08,2.02,16
1.43,1.39,16
1.6,1.55,16
3.41,3.27,17
5.57,5.42,17
3.19,3.07,17
3.24,3.11,17
3.22,3.1,17
3.78,3.64,17
3.11,2.99,17
3.46,3.32,17
4.67,4.54,17
1.66,1.6,17
1.67,1.61,17
1.99,1.93,17
3.32,3.18,17
3.14,3.02,17
6.94,6.67,17
3.17,3.05,17
1.93,1.87,17
1.26,1.21,17
