@relation problema-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute pkg numeric
@attribute cores numeric
@attribute psys numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
0.02,0.01,0.06,1408020,710000,710000,20
0.02,0.01,0.06,1414079,1406000,0,20
0.37,0.35,0.92,29168732,29049000,0,20
0.16,0.16,0.41,13741160,9803000,3921000,20
0.37,0.35,0.9,29659112,28628000,1022000,20
0.32,0.31,0.79,25983117,24981000,999000,20
0.54,0.53,1.43,50536081,48527000,1980000,20
0.2,0.19,0.51,16991450,11634000,5288000,20
0.13,0.13,0.34,10952868,9871000,987000,20
0.01,0.01,0.05,1660120,837000,837000,20
0.18,0.17,0.45,14750181,13796000,985000,20
0.39,0.38,0.99,31546685,27583000,3940000,20
0.36,0.34,0.88,28570553,27461000,1017000,20
0.16,0.15,0.42,13370833,12341000,949000,20
0.15,0.15,0.4,13126317,11096000,2017000,20
0.02,0.01,0.06,1378654,1389000,0,20
0.33,0.33,0.84,26449296,22306000,4055000,20
0.35,0.35,0.87,28937747,27927000,997000,20
0.19,0.18,0.48,16082054,13978000,1996000,20
0.2,0.2,0.52,17835220,16730000,984000,20
0.35,0.34,0.85,28218935,26197000,2015000,20
0.29,0.28,0.73,22920661,20851000,1985000,20
0.19,0.19,0.49,16680562,14705000,1960000,20
0.22,0.21,0.58,18511395,16440000,2055000,20
0.15,0.14,0.36,11789456,8573000,3214000,20
0.19,0.19,0.49,16615373,13660000,2927000,20
0.02,0.01,0.06,1431093,1387000,0,20
0.23,0.21,0.59,18494593,17372000,1021000,20
0.01,0.01,0.03,1552312,774000,774000,20
0.16,0.16,0.43,13566053,10572000,2883000,20
0.32,0.31,0.83,25339138,23215000,2018000,20
0.35,0.34,0.89,28291478,27289000,1010000,20
0.21,0.21,0.53,17299552,15370000,1921000,20
0.27,0.27,0.69,22807393,21731000,987000,20
0.12,0.11,0.31,11192360,10183000,1018000,20
0.12,0.11,0.32,10718552,10725000,0,20
0.2,0.21,0.52,17446388,16347000,1021000,20
0.29,0.28,0.73,22808441,22803000,0,20
0.22,0.21,0.57,18284435,16184000,2023000,20
0.01,0.01,0.03,1435149,710000,710000,20
0.12,0.13,0.31,10563604,9509000,950000,20
0.16,0.15,0.41,13654316,12685000,975000,20
0.36,0.36,0.94,30864658,29867000,995000,20
0.39,0.38,0.99,31767973,26757000,4955000,20
0.3,0.29,0.75,22925783,20079000,2868000,20
0.01,0.01,0.03,1563939,786000,786000,20
0.2,0.19,0.51,16361400,15340000,958000,20
0.24,0.24,0.62,20279075,16208000,4052000,20
0.35,0.34,0.91,29651655,27674000,1976000,20
0.33,0.32,0.81,25620351,24524000,980000,20
0.3,0.29,0.9,34391158,31338000,3032000,20
0.37,0.36,0.91,29104330,27181000,1941000,20
0.16,0.16,0.4,13167748,10125000,3037000,20
0.39,0.37,1,30074701,29064000,1002000,20
0.38,0.36,0.95,29244834,27121000,2008000,20
0.21,0.19,0.56,18274153,16234000,2029000,20
0.35,0.33,0.87,26117903,24094000,2007000,20
0.17,0.15,0.43,13114445,12103000,1008000,20
0.34,0.34,0.88,26532050,23565000,2945000,20
0.23,0.22,0.58,18867125,14790000,3944000,20
0.22,0.22,0.55,18466630,12623000,5826000,20
0.34,0.33,0.85,26243270,24105000,2008000,20
0.28,0.28,0.68,22824284,21836000,992000,20
0.12,0.13,0.31,10858262,8885000,1974000,20
0.24,0.24,0.63,20195007,15122000,5040000,20
0.17,0.17,0.45,13538543,12481000,1040000,20
0.38,0.36,0.96,29110624,25986000,2998000,20
0.01,0.01,0.03,1409098,708000,708000,20
0.33,0.33,0.83,26436972,23365000,2920000,20
0.42,0.4,1.05,32767490,32762000,0,20
0.14,0.14,0.37,11932240,10735000,1073000,20
0.36,0.35,0.9,28376334,25330000,3039000,20
0.79,0.77,2.18,71665858,22885000,48755000,20
0.2,0.19,0.5,16131028,14111000,2015000,20
0.2,0.2,0.52,17685836,14723000,2944000,20
0.02,0.02,0.06,1388603,1390000,0,20
0.37,0.36,0.94,28750438,26762000,1982000,20
0.37,0.35,0.92,29457479,28434000,1015000,20
0.05,0.05,0.12,3939978,2763000,921000,21
1.33,1.28,3.7,126094744,1906000,4322000,21
0.11,0.11,0.3,10434727,6258000,4172000,21
0.19,0.19,0.54,19586116,11759000,7839000,21
2.19,2.12,5.4,185563918,184527000,997000,21
0.03,0.04,0.09,3405317,3406000,0,21
1.82,1.75,5.29,199030549,185010000,14000000,21
0.42,0.41,1.06,34465441,30358000,4047000,21
0.12,0.11,0.41,15781388,8873000,6901000,21
0.18,0.18,0.5,17165889,11102000,6056000,21
2.48,2.39,6.65,247289310,238218000,9008000,21
2.01,1.95,4.86,165719467,164688000,998000,21
0.02,0.02,0.06,1497897,744000,744000,21
0.05,0.05,0.15,4494956,3598000,899000,21
2.58,2.5,6.41,225197643,224190000,1000000,21
1.61,1.56,3.99,137616233,135533000,1993000,21
0.26,0.24,0.78,28321560,22452000,5857000,21
1.57,1.51,4.03,140543919,140532000,0,21
0.36,0.34,0.93,31472968,14745000,16711000,21
0.04,0.04,0.09,3087267,2063000,1031000,21
2.17,2.11,5.52,197711517,196610000,998000,21
2.13,2.06,5.28,180965622,180953000,0,21
0.35,0.33,0.97,32513329,23369000,9144000,21
0.06,0.06,0.15,5249735,4150000,1037000,21
0.04,0.05,0.12,4303305,3226000,1075000,21
0.05,0.05,0.13,4657047,4552000,0,21
0.35,0.34,0.94,32104893,25992000,5998000,21
0.12,0.12,0.37,14073742,14080000,0,21
0.04,0.04,0.14,4683430,4657000,0,21
0.37,0.37,0.98,33390371,31316000,2020000,21
1.84,1.77,5.19,197021705,178991000,17999000,21
4.95,4.79,12.78,457227001,456136000,1000000,21
0.24,0.24,0.66,22781357,9849000,12804000,21
0.05,0.05,0.12,3796696,3799000,0,21
0.1,0.09,0.28,9801458,5869000,3912000,21
2.07,2.01,5.17,181228370,180117000,1000000,21
0.17,0.17,0.47,16120874,9061000,7047000,21
0.06,0.05,0.15,4711418,2817000,1878000,21
1.55,1.5,3.96,140054386,139056000,993000,21
0.06,0.06,0.15,5198156,3052000,2034000,21
1.41,1.37,3.64,127597102,127585000,0,21
1.61,1.56,4.06,141614114,140592000,1004000,21
0.16,0.15,0.42,13718082,5866000,7822000,21
0.06,0.07,0.16,5696263,4751000,950000,21
0.12,0.11,0.3,10358770,9326000,1036000,21
0.23,0.23,0.61,21408113,20317000,967000,21
1.67,1.62,4.05,137564590,136516000,1003000,21
2.01,1.95,5.14,180887427,180893000,0,21
0.05,0.04,0.12,3296150,3300000,0,21
0.15,0.15,0.43,15322846,9133000,6089000,21
1.83,1.77,4.61,160710113,160704000,0,21
0.04,0.04,0.12,3800092,3800000,0,21
2.01,1.96,5.12,180696763,179688000,998000,21
0.05,0.04,0.12,3297439,3293000,0,21
0.06,0.05,0.15,4452066,3340000,1113000,21
0.02,0.02,0.06,1619617,1624000,0,21
0.06,0.06,0.16,4748894,4699000,0,21
0.17,0.16,0.55,21243116,12129000,9096000,21
1.93,1.87,4.75,161937873,160938000,999000,21
0.23,0.21,0.59,18354894,13247000,5095000,21
0.11,0.1,0.29,9562062,8601000,955000,21
0.05,0.05,0.12,4100398,3083000,1027000,21
2.61,2.52,6.53,224726628,223713000,998000,21
1.68,1.63,4.35,153175772,152059000,1000000,21
0.21,0.19,0.58,18683758,8837000,9819000,21
1.56,1.5,3.98,139107930,136998000,1999000,21
0.18,0.17,0.47,16243129,4749000,11398000,21
0.12,0.11,0.38,13806435,10840000,2956000,21
1.08,1.03,2.86,91554453,1041000,5207000,21
0.93,0.89,2.42,74536273,60507000,13887000,21
0.26,0.25,0.83,31495524,16722000,14755000,21
0.05,0.04,0.12,3787112,1849000,1849000,21
0.04,0.04,0.12,3695289,2776000,925000,21
2.56,2.49,6.45,225761161,225305000,0,21
0.05,0.05,0.12,4106150,3087000,1029000,21
1.26,1.22,3.22,111978441,110968000,999000,21
1.21,1.18,3.09,108130607,107088000,1000000,21
2.06,1.99,5.18,180694864,179687000,998000,21
0.18,0.17,0.48,16001511,7976000,7976000,21
0.05,0.04,0.12,4097580,3027000,1009000,21
0.12,0.12,0.32,10012575,8726000,969000,22
0.15,0.14,0.37,11909740,9920000,1984000,22
0.29,0.28,0.71,22939174,21927000,996000,22
0.29,0.29,0.76,24278031,24249000,0,22
0.28,0.28,0.68,22378976,22349000,0,22
0.12,0.13,0.31,10393752,8535000,1896000,22
0.18,0.17,0.47,14773780,9836000,4918000,22
0.13,0.12,0.34,10268424,8215000,2053000,22
0.14,0.13,0.34,10440763,7603000,2851000,22
0.09,0.09,0.34,14485853,11590000,2897000,22
0.14,0.14,0.37,12044056,9008000,3002000,22
0.13,0.13,0.33,11632537,7755000,3877000,22
0.31,0.3,0.78,24634411,23612000,1026000,22
0.25,0.24,0.73,27013655,24020000,3002000,22
0.29,0.29,0.73,24790643,22804000,1982000,22
0.12,0.13,0.31,10637209,8709000,1935000,22
0.14,0.13,0.36,11754927,8549000,3206000,22
0.12,0.12,0.32,10423710,8248000,2062000,22
0.12,0.11,0.33,11494027,10451000,1045000,22
0.12,0.12,0.31,10203830,8159000,2039000,22
0.1,0.11,0.27,9438450,7551000,1887000,22
0.3,0.29,0.73,23453481,20516000,2930000,22
0.12,0.12,0.33,10656431,9587000,1065000,22
0.29,0.28,0.72,22746536,20762000,1977000,22
0.26,0.26,0.68,22524884,16632000,5870000,22
0.3,0.29,0.75,23047327,23035000,0,22
0.3,0.29,0.74,23151610,22133000,1006000,22
0.29,0.29,0.72,23368523,21322000,2030000,22
0.12,0.12,0.31,10439804,9373000,1041000,22
1.07,1.02,2.95,104374772,45154000,59202000,22
0.14,0.13,0.34,10623935,9627000,962000,22
0.29,0.28,0.74,22857808,20850000,1985000,22
0.3,0.29,0.75,23370144,22355000,1016000,22
0.14,0.13,0.34,10573139,8651000,1922000,22
0.14,0.13,0.38,11792245,8480000,3180000,22
0.12,0.12,0.32,9942475,8845000,982000,22
0.52,0.5,1.49,49784877,46666000,2978000,22
0.12,0.12,0.31,10398353,8507000,1890000,22
0.24,0.23,0.68,25649981,23682000,1973000,22
0.28,0.28,0.71,23384805,22367000,1016000,22
0.25,0.24,0.7,25014596,25022000,0,22
0.14,0.13,0.34,10412159,9369000,1041000,22
0.13,0.12,0.35,12143942,9101000,3033000,22
0.29,0.29,0.72,23508880,20569000,2938000,22
0.4,0.39,1.05,35243854,31308000,3913000,22
0.28,0.28,0.73,23376382,23288000,0,22
0.29,0.28,0.74,22923671,21834000,992000,22
0.12,0.12,0.32,10547741,9482000,948000,22
0.11,0.11,0.32,10851655,6889000,3936000,22
0.29,0.28,0.72,22810160,22714000,0,22
0.11,0.11,0.28,9345472,9336000,0,22
0.12,0.12,0.31,10489540,8482000,1885000,22
0.13,0.13,0.34,10547413,9591000,959000,22
0.13,0.13,0.35,11514617,9505000,1901000,22
0.12,0.12,0.31,9944476,8957000,995000,22
0.13,0.13,0.33,10286432,8237000,2059000,22
0.29,0.29,0.72,23363278,21325000,2031000,22
0.21,0.2,0.54,18226332,11127000,7081000,22
0.12,0.12,0.31,9692859,8643000,960000,22
0.12,0.12,0.31,10542790,8427000,2106000,22
0.12,0.12,0.32,10545838,8403000,2100000,22
0.13,0.13,0.31,10331286,9298000,1033000,22
0.29,0.29,0.76,22966530,20864000,1987000,22
0.27,0.26,0.7,22762928,22766000,0,22
0.31,0.29,0.79,24511890,22456000,2041000,22
0.13,0.12,0.34,10455097,8553000,1900000,22
0.26,0.26,0.76,28614537,26569000,2043000,22
0.14,0.13,0.35,11038963,10030000,1003000,22
0.25,0.24,0.69,24326383,24326000,0,22
0.1,0.11,0.29,10760624,9694000,1077000,22
0.18,0.18,0.47,14859421,11879000,2969000,22
0.13,0.12,0.33,10344187,10344000,0,22
0.31,0.29,0.79,23163734,21070000,2006000,22
0.14,0.13,0.36,11642700,10675000,970000,22
0.3,0.29,0.75,23869820,22832000,1037000,22
0.14,0.13,0.35,10343332,8266000,2066000,22
0.3,0.29,0.74,23241996,22231000,1010000,22
0.29,0.27,0.71,22618536,21585000,1027000,22
0.12,0.13,0.31,10580586,7689000,2883000,22
0.1,0.1,0.3,11180452,8134000,3050000,22
0.52,0.51,1.38,43277192,36625000,6104000,23
1.49,1.45,3.74,121230048,114228000,6953000,23
1.43,1.4,3.57,113267796,111229000,2004000,23
1.4,1.37,3.49,111572473,103491000,7960000,23
0.77,0.75,2.05,66325029,52218000,14058000,23
0.68,0.66,1.76,57574417,54570000,2976000,23
0.68,0.65,1.9,66859002,61758000,4980000,23
0.7,0.68,1.84,60532336,51552000,8922000,23
4.24,4.07,12.47,429586372,418468000,11012000,23
1.44,1.39,3.69,118782219,110776000,7983000,23
1.41,1.37,3.52,112771972,108705000,4026000,23
1.44,1.4,3.58,112950007,101934000,10992000,23
0.71,0.68,1.91,60286338,57248000,3013000,23
0.39,0.38,1.01,32021354,31015000,1000000,23
0.75,0.73,1.99,64145862,62089000,2002000,23
0.48,0.47,1.26,40627602,38633000,1981000,23
0.71,0.7,1.87,62514195,57524000,4959000,23
0.66,0.64,1.71,53899013,48843000,4984000,23
0.79,0.76,2.06,66103781,54069000,12015000,23
1.38,1.35,3.46,111542408,107473000,4017000,23
0.72,0.7,1.92,61826254,57695000,4048000,23
1.38,1.34,3.49,111216378,108190000,3005000,23
1.39,1.36,3.49,112738571,107701000,4986000,23
0.41,0.4,1.04,33128033,31105000,2006000,23
0.64,0.62,1.75,56751374,49779000,6969000,23
0.7,0.68,1.85,59522710,55530000,3966000,23
0.9,0.88,2.36,76389159,73277000,3011000,23
0.69,0.68,1.82,60637621,53651000,6954000,23
0.76,0.74,2.02,64947799,57057000,7869000,23
0.71,0.69,1.84,59862603,53846000,5982000,23
0.78,0.75,2.05,66968437,56952000,9991000,23
0.71,0.68,1.9,60774710,54771000,5975000,23
1.4,1.36,3.54,113044716,104993000,7999000,23
0.63,0.61,1.77,61905820,53803000,7970000,23
1.37,1.33,3.46,110144814,105026000,5001000,23
0.66,0.63,1.73,54779018,48776000,5972000,23
0.66,0.64,1.73,57095361,54072000,3004000,23
0.76,0.73,2,62913881,58891000,3992000,23
1.12,1.09,2.76,87138346,86118000,1001000,23
1.73,1.67,4.69,157292251,149123000,8006000,23
0.71,0.69,1.9,59781785,54778000,4979000,23
1.42,1.37,3.56,110439135,105441000,4973000,23
1.41,1.37,3.63,115905796,106894000,8991000,23
1.42,1.38,3.57,113752987,106741000,6983000,23
1.59,1.55,4.3,145511541,135285000,10021000,23
1.41,1.36,3.6,113512777,106518000,6968000,23
0.68,0.66,1.82,57447810,51385000,6045000,23
1.47,1.43,3.72,118260868,113258000,4967000,23
1.38,1.34,3.49,111677703,108657000,2990000,23
1.33,1.3,3.43,112745401,109701000,3019000,23
0.77,0.75,2.06,65808631,62795000,2990000,23
1.53,1.49,3.99,123943497,115937000,7995000,23
0.74,0.71,1.98,62461379,57482000,4955000,23
0.68,0.66,1.78,56821504,51813000,4982000,23
0.64,0.63,1.74,56192809,50043000,6005000,23
0.68,0.66,1.78,57783665,54720000,3040000,23
1.48,1.43,3.83,121061312,111029000,10002000,23
0.66,0.65,1.77,56059974,54019000,2000000,23
0.66,0.63,1.74,56630544,50644000,5958000,23
0.68,0.66,1.78,57629162,55579000,2021000,23
0.71,0.68,1.99,69812917,66790000,3035000,23
0.64,0.62,1.72,56920806,52877000,3990000,23
1.51,1.46,3.89,125235660,113178000,12018000,23
0.67,0.64,1.77,55545807,50561000,4957000,23
1.43,1.39,3.63,115421776,108195000,7012000,23
0.71,0.68,1.87,61616357,57545000,4038000,23
0.62,0.6,1.63,51389402,47422000,3951000,23
1.42,1.38,3.61,114976981,107958000,6997000,23
0.65,0.63,1.72,56375841,51319000,5031000,23
0.66,0.65,1.77,57621380,52534000,5051000,23
0.7,0.68,1.82,59647237,55501000,3964000,23
0.66,0.64,1.72,54902445,50884000,3990000,23
0.63,0.61,1.8,62979748,53962000,8993000,23
0.72,0.7,1.9,61092856,56058000,5005000,23
1.15,1.12,2.94,93007488,89988000,2999000,23
1.4,1.36,3.52,111094632,105958000,4998000,23
1.44,1.41,3.65,114309435,110184000,4006000,23
1.38,1.35,3.46,108248473,105215000,3006000,23
0.74,0.72,2,63649249,58649000,4970000,23
0.41,0.41,1.07,34498518,34477000,0,23
1.64,1.58,4.09,128849880,112284000,16040000,24
1.54,1.5,3.84,121607985,116460000,5019000,24
0.63,0.62,1.63,51060860,46928000,3993000,24
0.62,0.6,1.57,50966151,43948000,6991000,24
0.63,0.61,1.62,51580647,50455000,1009000,24
1.36,1.31,3.37,105072186,100031000,5001000,24
1.46,1.41,3.66,115144531,108111000,7007000,24
1.34,1.3,3.38,104270267,99227000,4961000,24
1.3,1.27,3.31,108728228,103712000,4986000,24
0.6,0.59,1.59,50936282,48825000,1992000,24
0.74,0.73,1.91,60891887,55759000,4978000,24
1.43,1.39,3.6,113777090,105623000,7971000,24
1.34,1.31,3.36,105308770,102198000,3005000,24
0.88,0.86,2.33,75100773,60946000,13987000,24
0.75,0.73,1.98,62402359,54385000,7910000,24
1.31,1.28,3.3,104779656,96777000,7981000,24
0.64,0.62,1.66,52324657,46381000,5921000,24
0.8,0.77,2.09,66807372,48821000,17934000,24
0.66,0.65,1.78,57356337,49250000,8040000,24
0.62,0.6,1.62,51528242,47472000,4040000,24
0.63,0.61,1.66,52770070,48648000,3971000,24
1.33,1.28,3.39,108137580,102986000,4999000,24
0.61,0.6,1.56,51170134,47121000,4010000,24
1.32,1.28,3.31,103605904,97601000,5975000,24
0.7,0.68,1.86,59010614,53988000,4998000,24
0.64,0.62,1.63,52031237,47904000,4077000,24
0.63,0.61,1.67,52751962,46680000,5959000,24
1.81,1.75,4.75,168655796,162638000,5986000,24
2.04,1.95,5.24,175983779,91973000,83976000,24
1.43,1.39,3.64,113658811,109595000,4021000,24
0.65,0.64,1.74,57761444,50762000,6967000,24
0.6,0.58,1.62,53501399,50431000,3025000,24
1.33,1.29,3.38,105662195,98658000,6975000,24
0.62,0.6,1.61,51022514,47909000,2994000,24
0.95,0.92,2.55,82133278,74020000,8002000,24
0.67,0.65,1.82,57491234,51330000,6038000,24
0.64,0.61,1.64,51367747,44293000,7046000,24
2.37,2.29,6.32,218723060,198688000,19968000,24
1.43,1.4,3.6,113620886,105569000,7967000,24
0.63,0.61,1.72,58545664,54507000,4037000,24
0.69,0.67,1.88,60181113,52137000,8021000,24
0.64,0.62,1.65,51960163,48934000,2996000,24
0.66,0.64,1.71,54624945,48645000,5956000,24
1.36,1.31,3.43,105286779,101255000,4010000,24
1.44,1.4,3.64,114309000,109267000,5012000,24
0.65,0.63,1.71,52810069,44815000,7967000,24
1.45,1.41,3.69,116133970,113027000,3000000,24
0.62,0.6,1.63,50627703,45533000,4949000,24
1.44,1.4,3.6,113131499,106074000,7004000,24
0.56,0.54,1.59,55881715,52870000,2992000,24
0.62,0.61,1.64,50979605,42936000,7988000,24
0.62,0.61,1.61,51261259,45129000,6017000,24
0.93,0.91,2.43,79766129,73596000,6049000,24
0.7,0.67,1.87,58630176,54628000,3972000,24
0.69,0.67,1.84,57923501,56862000,1015000,24
0.64,0.61,1.7,51476320,48417000,3026000,24
0.63,0.6,1.65,50706158,47649000,2978000,24
1.34,1.29,3.37,104473253,97421000,7030000,24
0.62,0.59,1.66,51214071,46169000,5018000,24
0.64,0.61,1.7,52545979,48477000,4039000,24
0.65,0.64,1.71,53893938,53904000,0,24
0.6,0.59,1.57,48972964,45950000,2996000,24
0.62,0.6,1.66,51407820,46360000,4931000,24
0.62,0.6,1.65,50271956,46209000,4018000,24
0.74,0.72,1.96,62340923,52275000,10052000,24
0.63,0.61,1.66,51908041,47889000,3990000,24
0.64,0.62,1.8,61355993,57316000,4022000,24
1.46,1.42,3.65,114349580,109320000,5014000,24
0.7,0.68,1.85,58959025,56839000,1994000,24
1.36,1.32,3.38,105868507,96854000,8986000,24
0.69,0.67,1.85,58118337,53950000,3996000,24
0.71,0.69,1.85,59874003,54852000,4986000,24
1.35,1.32,3.4,106637549,98556000,8045000,24
1.51,1.46,3.86,120695461,114675000,5983000,24
0.81,0.78,2.13,70190140,62155000,8020000,24
1.39,1.35,3.53,109443274,103445000,5968000,24
1.36,1.32,3.42,105233690,101200000,4007000,24
2.69,2.59,7.7,259339460,244349000,14960000,24
0.83,0.81,2.21,71513244,67505000,3970000,24
0.64,0.63,1.7,52373928,50333000,2013000,24
0.85,0.82,2.19,71825882,61568000,9930000,25
0.78,0.75,2.03,66025677,58912000,6989000,25
0.71,0.69,1.94,62473238,56518000,5949000,25
0.72,0.7,1.88,60103234,56056000,4004000,25
0.68,0.67,1.76,58390522,54405000,3956000,25
0.77,0.74,2.02,63823126,58722000,4976000,25
0.72,0.71,1.89,61491953,55406000,6044000,25
0.74,0.72,1.96,63032278,52007000,11001000,25
0.74,0.73,1.99,65615105,59616000,5961000,25
4.51,4.35,12.26,447243764,438207000,9004000,25
0.72,0.7,1.89,60128894,54095000,6010000,25
1.47,1.44,3.76,118710149,113697000,4986000,25
2.19,2.11,6.31,214242054,202173000,12010000,25
0.74,0.72,1.94,62073597,58042000,4002000,25
0.74,0.71,1.96,61180477,56153000,5013000,25
0.77,0.74,2.03,66012317,58986000,6998000,25
1.59,1.53,4.08,129277091,124318000,4972000,25
0.72,0.69,1.89,62096566,58048000,4003000,25
0.73,0.72,1.93,63286959,56226000,7028000,25
0.73,0.71,1.94,60996863,52991000,7998000,25
0.75,0.73,2.02,64211659,57170000,7020000,25
0.78,0.75,2.12,67475717,63413000,4026000,25
1.45,1.41,3.66,113813458,108800000,4990000,25
1.39,1.36,3.54,113107858,108077000,5003000,25
0.8,0.78,2.15,69348347,62323000,6924000,25
0.79,0.75,2.02,65163373,62101000,3004000,25
0.74,0.71,1.95,61607985,55615000,5958000,25
1.53,1.48,3.92,121877417,114849000,6990000,25
1.54,1.5,3.94,125877656,120812000,5033000,25
0.73,0.71,1.91,59762377,54754000,4977000,25
0.72,0.71,1.9,60501145,59353000,1005000,25
1.43,1.39,3.61,112886891,106868000,5992000,25
0.75,0.72,1.99,63059096,58973000,3998000,25
0.71,0.68,1.85,58586905,58469000,0,25
1.51,1.45,3.85,119135771,113103000,6005000,25
1.5,1.46,3.82,120625802,114468000,5972000,25
0.68,0.66,1.79,56256874,53212000,3012000,25
1.45,1.4,3.69,116836051,112730000,3990000,25
1.41,1.36,3.72,121624816,115590000,5978000,25
0.71,0.68,1.89,60514258,57420000,2970000,25
0.73,0.71,1.93,63389238,56430000,6930000,25
0.8,0.77,2.17,70183041,61139000,9020000,25
1.44,1.4,3.74,117973944,111853000,5992000,25
0.75,0.73,1.95,62995037,57963000,4996000,25
0.73,0.71,1.95,61892221,51884000,9977000,25
0.75,0.73,1.96,63172326,56128000,7016000,25
0.72,0.68,1.95,64471301,60392000,4026000,25
0.7,0.67,1.8,57043721,54974000,2036000,25
0.85,0.83,2.24,73435328,58299000,15077000,25
1.48,1.43,3.74,116361890,108382000,7954000,25
1.49,1.44,3.97,131245053,123160000,8010000,25
2.02,1.95,5.42,178666397,169620000,9033000,25
0.7,0.68,1.86,60509907,58469000,2016000,25
1.46,1.42,3.72,117883083,109866000,7990000,25
0.75,0.73,2,63381407,60336000,3016000,25
0.79,0.76,2.11,68061988,63035000,5002000,25
0.69,0.67,1.86,57990249,52975000,4997000,25
1.48,1.44,3.76,118968967,113948000,4997000,25
0.73,0.71,1.96,61968728,58842000,3043000,25
0.72,0.7,1.92,61355653,55200000,6021000,25
1.47,1.43,3.87,130381790,123339000,7019000,25
0.73,0.71,1.94,62165874,57112000,5009000,25
1.38,1.34,3.71,125737342,117651000,7976000,25
0.74,0.71,1.95,60806439,55628000,5057000,25
1.46,1.41,3.69,116643354,113627000,2990000,25
1.72,1.67,4.41,141698102,120681000,20944000,25
1.41,1.37,3.59,113258072,111229000,2004000,25
0.74,0.71,1.94,60474783,55492000,4954000,25
1.53,1.49,3.88,123189395,111142000,12015000,25
0.75,0.73,1.98,63347854,60312000,3015000,25
2.31,2.24,6.13,214614860,206565000,8021000,25
0.85,0.82,2.29,72722955,61736000,10953000,25
1.49,1.44,3.73,116810621,111765000,4989000,25
0.83,0.8,2.25,71289858,65239000,6022000,25
0.75,0.73,1.95,61529085,55547000,5951000,25
1.82,1.77,4.62,147847447,138795000,8986000,25
0.7,0.69,1.84,57418641,54377000,3020000,25
0.87,0.85,2.3,73333910,62402000,10895000,25
0.86,0.82,2.29,73295897,68210000,5015000,25
2.6,2.52,6.71,231989402,222934000,8997000,25
1.33,1.3,3.31,102513129,95241000,6944000,26
1.31,1.27,3.23,101525307,98484000,3014000,26
1.29,1.26,3.23,102456398,101440000,1004000,26
1.3,1.27,3.25,103363998,95329000,8027000,26
0.58,0.56,1.53,48456563,45252000,3016000,26
0.62,0.61,1.65,52687472,47464000,5049000,26
0.56,0.55,1.44,46621283,41649000,4958000,26
1.32,1.28,3.31,101889133,98871000,2996000,26
1.38,1.34,3.52,108470786,100321000,8025000,26
0.62,0.6,1.63,51740291,43727000,7950000,26
1.41,1.36,3.6,114359523,107317000,7020000,26
0.58,0.57,1.59,53723456,49637000,4052000,26
0.58,0.56,1.53,47387363,45345000,2015000,26
1.26,1.22,3.23,104045015,100014000,4000000,26
0.63,0.6,1.64,51699779,46579000,5063000,26
1.29,1.25,3.25,101780753,97736000,3989000,26
1.37,1.33,3.4,106989169,103972000,2999000,26
1.33,1.3,3.4,106217412,102185000,4007000,26
0.6,0.57,1.53,48380121,46241000,2010000,26
0.66,0.64,1.76,58027060,49995000,7999000,26
0.62,0.6,1.65,51449914,45374000,6049000,26
0.56,0.54,1.47,47112134,42077000,5009000,26
0.62,0.6,1.62,52136318,45069000,7010000,26
0.62,0.6,1.65,52588376,47611000,4959000,26
0.87,0.84,2.51,86417173,82300000,4014000,26
0.67,0.65,1.75,55455762,50387000,5038000,26
0.62,0.6,1.65,52095125,48065000,4005000,26
0.61,0.59,1.62,51665811,48569000,3035000,26
0.56,0.54,1.46,48267447,46230000,2010000,26
0.59,0.57,1.55,47804567,42798000,4976000,26
1.28,1.25,3.23,103707361,99571000,3982000,26
1.23,1.19,3.2,104817463,101799000,2994000,26
0.58,0.57,1.52,49046549,43012000,6001000,26
1.27,1.23,3.25,105559119,101557000,3982000,26
0.36,0.34,0.92,29543120,25588000,3936000,26
0.56,0.56,1.49,47874541,47841000,0,26
0.59,0.57,1.55,47848404,44854000,2990000,26
1.66,1.61,4.35,138243608,135066000,3001000,26
0.08,0.08,0.21,7016660,3006000,4008000,26
0.63,0.61,1.63,52012685,47003000,4896000,26
0.58,0.56,1.49,46814662,42720000,3974000,26
0.63,0.6,1.65,51630593,46630000,4960000,26
0.52,0.5,1.46,51200371,44144000,7023000,26
0.76,0.74,2.08,67347893,58185000,9028000,26
1.41,1.38,3.58,113648874,106460000,7030000,26
0.77,0.75,2.06,67082475,60042000,7004000,26
1.47,1.42,3.79,119538108,112504000,6969000,26
0.58,0.57,1.5,47477340,41400000,6058000,26
1.49,1.44,3.81,121020094,115993000,4999000,26
0.56,0.55,1.47,47817115,43781000,3980000,26
0.61,0.59,1.62,52127623,44989000,6998000,26
1.63,1.57,4.31,137841876,133684000,3990000,26
1.4,1.37,3.58,111147436,107022000,4000000,26
1.32,1.29,3.26,102389984,98329000,4013000,26
0.58,0.57,1.54,48297552,44233000,3931000,26
0.62,0.6,1.64,52594162,48582000,3965000,26
1.27,1.24,3.25,101476644,97357000,4014000,26
0.72,0.71,1.98,62778348,60594000,1986000,26
0.58,0.57,1.5,47824969,42736000,4969000,26
