@relation problema-weka.filters.unsupervised.attribute.Remove-R3-4

@attribute pkg numeric
@attribute cores numeric
@attribute psys numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
1.03,1,2.66,84512714,78411000,5955000,6
2.56,2.48,6.37,202269988,196218000,6006000,6
1.37,1.32,3.57,115911393,111897000,3996000,6
2.47,2.4,6.15,195740927,189688000,6021000,6
3.02,2.94,7.43,245609100,238606000,6988000,6
1.14,1.1,2.92,96494133,91507000,4973000,6
2.54,2.46,6.31,200482210,190440000,10023000,6
3.47,3.37,8.72,279045360,186376000,7754000,6
1.49,1.45,3.88,126744296,119666000,7039000,6
4.92,4.75,13.3,447971464,432919000,14997000,6
3.33,3.2,9.36,330013386,308982000,20998000,6
1.75,1.68,4.68,161543584,138593000,22932000,6
1.19,1.15,3.13,102614007,95623000,6972000,6
2.97,2.87,7.61,248487915,242447000,6011000,6
2.94,2.85,7.38,234036371,226037000,8001000,6
2.59,2.52,6.47,203496963,194344000,9015000,6
3.77,3.62,10.63,362008612,248115000,28682000,6
1.22,1.18,3.19,104984960,97873000,6990000,6
0.87,0.83,2.28,74024356,69930000,3996000,6
3.47,3.33,10.04,350706938,324604000,25968000,6
0.94,0.91,2.43,79098694,73967000,4997000,6
1.7,1.65,4.56,162478685,154399000,8020000,6
0.87,0.84,2.27,74779294,70671000,3981000,6
3.75,3.6,10.31,363916706,339823000,23987000,6
0.89,0.86,2.33,76584591,72470000,3971000,6
2.95,2.86,7.46,248228996,246192000,2001000,6
2.56,2.47,6.9,249625829,234621000,14975000,6
0.92,0.9,2.37,79311861,76241000,3009000,6
0.91,0.87,2.35,77543947,69558000,7949000,6
1.37,1.32,3.74,135908404,125900000,9992000,6
1.04,1.01,2.51,82788742,81499000,1006000,7
4.1,3.93,10.11,337322223,194004000,143003000,7
4.08,3.91,10.38,338644859,175165000,163154000,7
1.7,1.65,4.09,138108514,136066000,2000000,7
2.98,2.86,7.87,255461543,130218000,125210000,7
3.59,3.43,9.09,301331236,140035000,161040000,7
1.24,1.18,3.79,135154187,2276000,4089000,7
0.68,0.67,1.71,56360766,55341000,1006000,7
1.09,1.05,2.86,92101307,2018000,4637000,7
1.04,1,2.83,92214950,1150000,5753000,7
1.07,1.04,2.76,91223321,1930000,4392000,7
1.37,1.34,3.31,100260082,99243000,1002000,7
1.31,1.28,3.11,101214042,99192000,2003000,7
3.56,3.39,9.36,302795144,146815000,155803000,7
0.7,0.67,1.74,56285903,54332000,1975000,7
3.61,3.45,9.03,301624206,152658000,148667000,7
1.06,1.03,2.83,91800803,971000,5398000,7
4.06,3.91,10.95,359210009,228120000,131069000,7
1.09,1.05,2.83,99795644,99697000,0,7
3.55,3.38,8.99,300328002,136004000,164005000,7
1.06,1.02,2.82,91834733,1277000,5109000,7
2.45,2.38,6.16,214927181,213706000,998000,7
4,3.82,10.12,338869995,182280000,156383000,7
4.69,4.51,12.69,425556042,211731000,213729000,7
1.08,1.03,2.81,92107166,2837000,3518000,7
1.44,1.39,3.62,124715333,122706000,1995000,7
3.59,3.42,9.44,304410091,149117000,155122000,7
1.21,1.18,2.91,96341817,95326000,1003000,7
0.81,0.79,2.24,81982814,81977000,0,7
3.33,3.17,8.77,286444085,132190000,154221000,7
1.08,1.04,2.87,91598696,6197000,0,7
3.87,3.7,10.24,331720555,176723000,154757000,7
0.99,0.96,2.43,82220377,81204000,1002000,7
3.99,3.81,10.11,337966822,175879000,161888000,7
3.84,3.66,10.13,334138075,171918000,161923000,7
0.96,0.93,2.85,102253235,3084000,5680000,7
1.08,1.04,2.87,91535951,1052000,5260000,7
3.69,3.53,9.42,313241902,144954000,167947000,7
3.77,3.59,9.97,327338215,172167000,155151000,7
4.07,3.89,10.28,337441800,183102000,154086000,7
0.72,0.69,1.74,56195753,56185000,0,7
3.59,3.42,9.44,305902558,149808000,155801000,7
4.01,3.85,10.43,338624009,167678000,170672000,7
1.64,1.59,4.3,141434009,140438000,996000,7
0.98,0.95,2.79,97763040,4757000,2378000,7
3.17,3.04,8.47,276027965,145990000,129991000,7
1.4,1.36,3.52,108978886,106979000,1999000,7
1.07,1.04,2.89,92312186,6488000,0,7
1.16,1.14,2.81,90634120,90483000,0,7
2.19,2.1,6.05,197198533,70058000,127106000,7
3.57,3.4,9.49,302762838,142783000,159757000,7
0.97,0.93,2.84,101248462,3486000,5284000,7
4.07,3.88,10.81,339688923,184625000,154686000,7
3.56,3.39,9.44,307088238,148884000,157877000,7
3.83,3.66,10.23,332387282,175175000,157157000,7
0.68,0.67,1.72,56363899,54420000,1978000,7
0.82,0.81,2.03,65661752,62604000,3029000,7
1.63,1.59,4.09,136175762,135124000,1000000,7
4.23,4.05,11.21,365146388,206942000,157955000,7
4.62,4.42,11.91,391517805,242532000,148713000,7
1.07,1.04,2.87,91974258,2091000,4182000,7
0.87,0.83,2.24,76188284,75191000,1002000,7
4.02,3.84,10.54,339855273,183780000,155814000,7
3.97,3.8,10.24,339466858,178126000,161114000,7
3.52,3.36,9.4,302049967,137892000,163872000,7
1,0.97,2.5,82775265,80670000,1991000,7
0.78,0.75,1.89,60248047,58207000,1973000,7
1.22,1.19,3.07,94949376,92910000,1998000,7
3.15,3.03,8.55,276628688,146724000,129756000,7
1.27,1.24,3.09,103199717,101122000,2002000,7
1.38,1.33,3.32,100422775,98423000,1988000,7
2.98,2.87,8.09,262566280,125747000,136725000,7
1.07,1.04,2.87,92306585,6557000,0,7
1.01,0.99,2.43,78205823,76191000,2005000,7
1.32,1.28,3.2,97869571,95823000,1996000,7
4.21,4.05,11.23,361156662,232076000,129042000,7
2.9,2.79,7.9,256221653,117049000,139058000,7
3.12,3,8.65,282373248,154607000,127675000,7
3.64,3.47,9.75,315053349,158857000,155860000,7
3.46,3.29,9.31,300898884,147753000,152745000,7
1.99,1.93,5,165764573,153442000,12034000,8
3,2.9,7.47,261076311,194034000,67011000,8
1.44,1.39,3.71,125638224,116642000,8972000,8
1.91,1.84,5.21,169388813,156267000,13022000,8
1.53,1.47,3.96,127346958,115371000,11934000,8
4.77,4.61,12.34,403418384,340193000,63035000,8
1.73,1.65,4.45,142226380,135228000,6960000,8
6.06,5.84,16.31,540330753,427231000,113061000,8
1.53,1.48,4.09,131466533,118368000,13040000,8
1.75,1.69,4.6,148963251,136870000,11988000,8
1.43,1.38,3.78,120673341,112673000,7976000,8
1.4,1.35,3.68,119850790,116700000,3018000,8
1.73,1.67,4.39,150638941,141627000,8976000,8
1.43,1.38,3.73,121845773,112820000,8985000,8
1.62,1.56,4.37,142450130,133395000,9026000,8
4.78,4.63,12.61,412361371,345429000,66889000,8
1.23,1.19,3.27,104994484,99943000,4997000,8
4.3,4.16,11.37,374851314,315816000,58965000,8
3.07,2.96,8.23,280628161,198693000,81873000,8
1.59,1.54,4.33,140091019,127057000,13005000,8
1.48,1.44,4,128623072,115638000,12959000,8
1.7,1.64,4.59,148186275,142163000,6006000,8
3.01,2.9,8.2,273610935,201567000,71845000,8
1.19,1.15,3.2,103168814,94136000,9013000,8
1.99,1.92,5.27,168653040,157404000,11028000,8
4.19,4.05,11.04,360389574,304305000,56056000,8
4.24,4.11,11.26,368677065,292713000,75925000,8
4.57,4.42,12.08,396092155,326047000,70010000,8
1.83,1.76,4.78,151167348,140117000,11009000,8
4.31,4.16,11.33,368706936,303726000,64941000,8
1.46,1.4,3.89,126110867,115996000,10086000,8
1.56,1.52,4.21,134717535,124712000,9976000,8
1.83,1.77,5.08,171535012,157534000,13958000,8
2.62,2.5,7.85,261844333,255809000,6019000,8
1.37,1.32,3.71,118752079,102749000,15961000,8
1.84,1.77,4.95,157103154,140059000,17007000,8
2.29,2.22,6.08,193796333,179784000,13983000,8
1.49,1.44,4.04,130050637,123003000,7000000,8
2.68,2.58,7.23,239316275,156512000,82742000,8
5.02,4.85,13.65,444223747,373139000,71026000,8
1.7,1.64,4.55,144688928,138642000,6027000,8
1.98,1.92,5.15,165155463,155123000,10007000,8
1.61,1.55,4.38,142028196,133986000,7999000,8
4.83,4.65,12.82,411511969,337403000,74088000,8
1.37,1.32,3.71,121220862,114164000,7010000,8
1.53,1.48,4.09,131073901,121958000,8996000,8
1.39,1.34,3.76,117037741,106920000,9992000,8
1.5,1.44,4.12,130124032,121081000,9006000,8
2.31,2.24,6.25,201120794,188088000,13006000,8
1.84,1.78,5.01,159344108,144380000,14935000,8
1.58,1.53,4.23,135444697,129446000,5974000,8
1.36,1.31,3.66,118445253,110394000,8028000,8
1.31,1.27,3.82,131088048,121976000,8998000,8
1.84,1.78,4.91,156789533,147757000,8985000,8
5.54,5.37,14.84,478247989,418186000,60026000,8
1.66,1.6,4.46,142438309,133356000,8956000,8
2.54,2.45,7.15,237828815,179852000,57952000,8
1.46,1.4,4.04,133372135,127343000,6016000,8
4.16,4.01,11.05,357438192,294337000,63072000,8
1.39,1.34,3.78,118679303,107498000,11051000,8
4.2,4.06,11.19,365193971,297037000,68008000,8
5.01,4.85,13.31,426065752,368021000,58003000,8
1.16,1.11,3.16,102497217,92433000,10047000,8
2.68,2.56,7.44,234742441,215752000,18978000,8
3.34,3.2,9.42,324623179,249630000,74889000,8
1.76,1.71,4.66,151718589,143654000,8036000,8
1.39,1.34,3.83,127770184,112779000,14970000,8
2.12,2.05,5.61,181178298,172096000,8953000,8
2.44,2.35,6.57,211547288,194571000,16962000,8
4.41,4.26,11.72,382592562,323497000,58908000,8
4.49,4.35,11.9,387882230,311885000,75972000,8
3.21,3.1,8.77,284582439,278515000,6011000,8
4.81,4.66,12.79,417430498,350496000,66903000,8
4.9,4.73,12.97,416722857,338732000,77938000,8
4.36,4.21,11.62,380090654,308020000,72004000,8
5.16,4.98,13.94,454020000,366864000,86967000,8
1.95,1.88,5.19,170122401,163086000,7003000,8
4.22,4.09,11.26,365870049,301834000,63965000,8
1.33,1.28,3.56,115710521,109701000,5983000,8
1.4,1.35,3.92,131074427,122041000,9003000,8
0.54,0.52,1.36,43613383,40404000,2956000,9
0.48,0.47,1.28,44222149,43240000,982000,9
0.22,0.22,0.51,16413534,15290000,1019000,9
0.47,0.46,1.22,39590855,38574000,1015000,9
0.48,0.47,1.2,39130233,38111000,1002000,9
0.5,0.48,1.26,40586575,37606000,2968000,9
0.2,0.2,0.51,16332504,11200000,5091000,9
0.48,0.47,1.24,38659331,37655000,990000,9
0.14,0.13,0.38,12096270,11088000,1008000,9
0.49,0.48,1.26,40107977,34868000,4981000,9
0.14,0.14,0.35,11172311,10150000,1015000,9
0.36,0.35,0.96,31380531,23266000,8092000,9
0.21,0.2,0.52,16987864,13988000,2997000,9
0.49,0.47,1.23,37891652,36875000,996000,9
0.03,0.03,0.11,3742939,1874000,1874000,9
0.49,0.48,1.21,39012560,37972000,999000,9
0.5,0.49,1.26,39607420,36598000,2967000,9
0.16,0.16,0.4,13336414,10260000,3078000,9
0.21,0.2,0.55,16913675,9893000,6925000,9
0.03,0.03,0.09,3303943,1102000,2205000,9
0.5,0.49,1.27,41445640,39432000,1971000,9
0.04,0.04,0.13,4766598,3816000,954000,9
0.15,0.15,0.37,11274477,9237000,2052000,9
0.05,0.04,0.09,3557420,1779000,1779000,9
0.51,0.5,1.3,42709217,40700000,1985000,9
0.49,0.47,1.25,39666883,36676000,2973000,9
0.49,0.48,1.3,42292869,39233000,3017000,9
0.03,0.03,0.09,3290700,1084000,2168000,9
0.5,0.49,1.29,39991274,37885000,1993000,9
0.39,0.38,1.22,47800830,44816000,2987000,9
0.23,0.22,0.59,19018139,17018000,2002000,9
0.47,0.45,1.29,43222888,41262000,1964000,9
1.32,1.26,4.06,139900001,10215000,3644000,9
0.24,0.24,0.61,18881631,15780000,2958000,9
0.22,0.22,0.54,17499397,14572000,2914000,9
0.03,0.04,0.1,3472632,1723000,1723000,9
0.18,0.17,0.44,14088655,10981000,2995000,9
0.5,0.49,1.29,39969909,38958000,998000,9
0.17,0.18,0.44,14660605,9763000,4881000,9
0.24,0.23,0.59,18757222,13805000,4930000,9
0.15,0.15,0.39,13790312,9860000,3944000,9
0.15,0.15,0.37,12523707,9546000,2863000,9
0.13,0.13,0.36,12224643,11170000,1015000,9
0.27,0.26,0.71,21655510,16655000,4898000,9
0.05,0.05,0.12,4524960,1810000,2715000,9
0.08,0.08,0.21,7133133,3056000,4074000,9
0.49,0.48,1.28,39077551,36980000,1998000,9
0.51,0.49,1.27,39744511,36741000,2979000,9
0.05,0.04,0.12,3647632,3563000,0,9
0.03,0.03,0.11,3615103,2393000,1196000,9
0.22,0.21,0.55,16494937,15462000,1030000,9
0.22,0.2,0.57,17189675,15162000,2021000,9
0.14,0.14,0.36,10963153,8966000,1992000,9
0.18,0.17,0.47,14676615,10657000,3875000,9
0.18,0.17,0.49,15666277,2935000,12720000,9
0.23,0.23,0.57,18037792,12022000,6011000,9
0.03,0.04,0.09,3269262,1636000,1636000,9
0.51,0.51,1.34,42784199,38792000,3978000,9
0.21,0.21,0.51,16145214,14047000,2006000,9
0.49,0.47,1.29,39465506,38433000,1011000,9
0.04,0.04,0.09,3503849,2311000,1155000,9
0.03,0.03,0.1,4250832,2546000,1697000,9
0.15,0.15,0.38,12287273,8493000,3774000,9
0.17,0.16,0.41,12581807,8324000,4162000,9
0.15,0.14,0.37,11674952,11632000,0,9
0.52,0.49,1.34,41272001,40086000,1002000,9
0.52,0.5,1.33,40797889,38686000,2002000,9
0.16,0.16,0.41,13012277,11001000,2000000,9
0.52,0.51,1.33,41186063,41187000,0,9
0.51,0.49,1.31,40560839,37566000,2965000,9
0.64,0.61,1.69,53433201,45350000,8062000,9
0.04,0.03,0.1,3021101,3035000,0,9
0.5,0.48,1.24,39879616,38846000,996000,9
0.17,0.16,0.41,12701136,7807000,4879000,9
0.16,0.16,0.41,13371132,10271000,3081000,9
0.11,0.1,0.28,8424014,3729000,4661000,9
0.05,0.04,0.12,3630038,908000,2725000,9
0.14,0.14,0.34,11397697,11251000,0,9
0.49,0.48,1.24,39514431,38489000,1012000,9
0.03,0.04,0.09,3318304,1106000,2213000,9
0.53,0.5,1.33,43367875,37889000,5120000,10
0.71,0.69,1.84,61850721,53842000,7976000,10
0.77,0.74,2.09,69628326,66572000,3026000,10
0.61,0.58,1.56,50476611,43525000,6924000,10
0.73,0.7,2.01,66863725,58855000,7980000,10
0.62,0.6,1.9,70750615,61760000,8965000,10
0.9,0.86,2.45,80998270,67923000,12985000,10
0.77,0.74,2.14,69754385,61557000,7942000,10
0.77,0.74,2.13,71487133,64511000,6947000,10
1.45,1.4,3.78,123935593,114910000,8993000,10
1.06,1.03,2.74,90246548,86221000,4010000,10
0.58,0.56,1.52,49668897,45574000,3963000,10
1.6,1.53,4.24,145273047,132224000,13022000,10
0.46,0.45,1.21,40145322,36112000,4012000,10
0.52,0.5,1.37,44605460,39623000,4952000,10
1.37,1.32,3.64,116992683,107968000,8997000,10
1.26,1.23,3.3,106540816,100447000,6026000,10
1.3,1.26,3.38,110704704,106693000,3988000,10
0.76,0.74,2.08,68521604,61441000,7050000,10
0.7,0.67,2.08,74617873,62656000,11934000,10
0.54,0.52,1.39,44763842,42741000,1987000,10
0.55,0.53,1.4,45584696,39618000,5942000,10
0.46,0.44,1.33,46422724,43449000,2962000,10
0.7,0.68,1.91,63890808,55856000,7979000,10
0.69,0.66,1.87,61686618,56521000,5046000,10
0.71,0.69,1.96,65469551,58378000,7045000,10
0.51,0.5,1.35,44062535,39059000,5007000,10
0.68,0.66,1.92,63139202,55089000,8013000,10
1.24,1.2,3.44,119477140,107522000,11946000,10
1.31,1.28,3.29,106046744,101025000,5001000,10
0.76,0.73,2.09,67770518,60767000,6973000,10
0.66,0.63,1.9,64420690,58374000,6038000,10
1.28,1.25,3.37,108286383,102256000,6015000,10
1.24,1.2,3.4,112227905,103180000,9015000,10
1.16,1.12,3.23,107792605,98719000,9066000,10
1.27,1.24,3.28,104621948,98615000,5976000,10
0.92,0.89,2.42,80297237,69219000,11035000,10
0.75,0.72,2.05,67225013,58278000,8889000,10
1.32,1.27,3.54,114636840,106571000,8043000,10
0.55,0.53,1.44,44712840,37733000,6950000,10
0.76,0.74,2.15,72070295,60043000,12008000,10
1.19,1.15,3.02,95032779,89007000,6000000,10
1.09,1.06,2.78,89924687,88804000,1009000,10
0.51,0.5,1.31,43024493,38995000,3999000,10
1,0.96,2.73,91274979,66177000,25067000,10
0.8,0.78,2.2,72650700,62672000,9947000,10
0.54,0.52,1.4,44703628,35742000,8935000,10
0.53,0.52,1.39,43874646,41806000,2039000,10
0.59,0.57,1.52,49237675,45185000,4016000,10
1.23,1.19,3.36,114173015,103150000,11016000,10
1.3,1.25,3.42,109973862,105915000,4034000,10
1.13,1.1,2.85,90386036,84302000,6021000,10
1.11,1.09,2.82,89789026,82781000,6981000,10
1.2,1.16,3,94954667,87934000,6994000,10
0.71,0.69,2.1,74670461,66685000,7962000,10
0.82,0.79,2.27,75126531,70092000,5006000,10
0.93,0.9,2.68,88933236,74922000,13985000,10
0.79,0.76,2.16,71538086,65476000,6044000,10
1.35,1.31,3.59,116984501,111963000,5043000,10
0.79,0.75,2.18,71205085,60149000,11027000,10
0.71,0.68,2.07,73173670,63141000,10022000,10
0.76,0.74,2.15,72274573,63160000,9022000,10
1.34,1.3,3.53,112503281,104323000,8024000,10
1.37,1.33,3.6,118358364,113334000,5014000,10
0.7,0.67,1.93,64051951,57028000,7003000,10
0.79,0.75,2.2,71680601,59712000,11942000,10
0.52,0.51,1.35,43689357,40687000,2977000,10
0.71,0.68,1.95,64961983,58944000,5994000,10
0.73,0.69,1.99,64430528,60374000,4024000,10
1.53,1.47,4.36,148605879,139481000,8966000,10
1.58,1.53,4.12,133148073,125106000,8006000,10
0.52,0.51,1.34,44153976,41092000,3006000,10
0.85,0.82,2.33,75523511,64402000,11069000,10
0.79,0.76,2.2,70096165,60059000,10009000,10
1.16,1.14,2.98,94648300,88501000,6034000,10
1.99,1.92,5.19,173781152,163672000,9980000,10
0.58,0.56,1.5,49041802,40988000,7997000,10
1.11,1.08,2.84,90872333,85844000,4990000,10
0.64,0.61,1.69,54753685,42785000,11940000,10
1.37,1.33,3.53,113181930,108132000,5006000,10
0.69,0.66,1.76,59282195,57874000,997000,11
0.86,0.84,2.13,73131157,73126000,0,11
0.59,0.57,1.64,61017770,59931000,998000,11
4.01,3.91,9.13,298037577,297006000,1003000,11
1,0.97,2.49,86367633,85346000,1004000,11
3.65,3.55,8.38,279410541,279396000,0,11
0.62,0.6,1.57,53200542,52026000,1000000,11
0.98,0.95,2.46,85955437,84917000,999000,11
0.64,0.62,1.62,54066409,53051000,1000000,11
0.64,0.62,1.63,55346886,55326000,0,11
0.58,0.57,1.52,52241112,50169000,1967000,11
0.74,0.73,1.88,63782056,62638000,994000,11
0.6,0.58,1.55,52554368,50492000,1980000,11
5.49,5.32,13.97,503493426,501359000,1997000,11
0.67,0.64,1.82,67077493,66074000,1001000,11
0.8,0.78,1.98,66244908,64234000,2007000,11
0.61,0.6,1.56,53314933,52307000,1005000,11
1.12,1.09,2.89,93155919,88102000,5005000,11
0.61,0.6,1.59,55142788,53124000,2004000,11
1.05,1.02,2.81,92391399,92273000,0,11
3.85,3.76,8.84,290765005,288756000,1998000,11
0.62,0.6,1.58,53723056,51692000,1988000,11
0.61,0.59,1.55,53277470,52183000,1003000,11
0.72,0.7,1.82,61791895,59790000,1993000,11
0.05,0.04,0.12,3144871,2070000,1035000,11
4.39,4.24,11.31,412748622,412734000,0,11
0.63,0.61,1.61,56106606,54098000,2003000,11
0.64,0.62,1.61,54110670,53095000,1001000,11
0.68,0.66,1.75,60024746,59008000,1000000,11
0.56,0.54,1.44,48707535,47700000,993000,11
0.71,0.68,1.76,59257814,58150000,1002000,11
1.21,1.18,3.12,105419347,103229000,1985000,11
1.02,0.99,2.66,95525213,94508000,994000,11
0.59,0.56,1.5,51809853,50809000,996000,11
0.67,0.64,1.71,58301705,58299000,0,11
0.59,0.58,1.51,51126501,50032000,1000000,11
0.92,0.89,2.39,77416555,76435000,992000,11
0.74,0.72,1.88,64115357,63104000,1001000,11
0.97,0.94,2.43,84168090,83145000,1001000,11
1,0.97,2.47,83813598,82627000,995000,11
4.17,4.05,9.49,310528723,309521000,1001000,11
0.99,0.95,2.49,87648343,86646000,995000,11
0.59,0.57,1.52,51925534,50922000,998000,11
3.72,3.55,9.99,337684293,183800000,153833000,11
0.64,0.62,1.6,53693378,53679000,0,11
0.7,0.67,1.76,58609185,57529000,991000,11
0.83,0.8,2.04,68472696,66473000,1984000,11
3.76,3.66,8.64,284041898,283031000,1000000,11
0.67,0.64,1.69,56223935,54203000,2007000,11
0.42,0.41,1.06,35101483,33074000,2004000,11
1.43,1.38,3.47,115828571,108816000,6988000,11
0.6,0.58,1.56,52851972,51741000,995000,11
0.61,0.6,1.57,53393945,52303000,1005000,11
3.69,3.59,8.65,283308014,282263000,1000000,11
1.11,1.07,2.81,95339226,93257000,2005000,11
1,0.97,2.55,88284524,87274000,1003000,11
0.79,0.77,2.04,71734864,71689000,0,11
0.76,0.74,1.9,64190539,61053000,3002000,11
3.65,3.55,8.52,280633382,280637000,0,11
0.72,0.7,1.88,64985762,63966000,999000,11
0.71,0.69,1.82,61718823,60690000,994000,11
3.64,3.54,8.66,293856763,292834000,1002000,11
0.79,0.77,2,67682760,65672000,1990000,11
0.6,0.57,1.57,53449852,50468000,2968000,11
3.74,3.63,8.73,288719285,287605000,998000,11
0.81,0.78,1.99,65616094,65617000,0,11
0.69,0.66,1.74,58243549,57226000,1003000,11
0.84,0.82,2.11,70270419,69247000,1003000,11
0.61,0.6,1.6,55256541,55086000,0,11
0.71,0.68,1.86,63986430,62966000,999000,11
0.66,0.64,1.75,61275392,59264000,2008000,11
3.74,3.63,8.72,288891827,286880000,1999000,11
0.74,0.72,1.85,61755493,58761000,2987000,11
0.84,0.8,2.14,66224696,64138000,1973000,11
1.57,1.52,3.9,134827332,132746000,1996000,11
0.66,0.65,1.71,59528825,59423000,0,11
3.75,3.65,8.7,286647635,284635000,1997000,11
0.72,0.7,1.79,60653896,55563000,4961000,11
0.77,0.75,1.98,69233904,68223000,1003000,11
3.68,3.59,8.49,280445193,278358000,1995000,11
1.28,1.24,3.22,99882778,93633000,5913000,12
1.34,1.29,3.74,131492879,119350000,12035000,12
1.27,1.23,3.16,99273084,95245000,4010000,12
0.65,0.63,1.45,39482573,36343000,3028000,12
0.4,0.39,1.04,33197741,30088000,3008000,12
0.46,0.44,1.14,37139934,35112000,2006000,12
2.2,2.12,6.23,221442439,203381000,18033000,12
1.07,1.04,2.81,93229081,90220000,3007000,12
0.46,0.45,1.19,37554095,25671000,11848000,12
0.65,0.62,1.67,56605355,51517000,5050000,12
1.21,1.18,2.99,95708453,92604000,2987000,12
0.52,0.5,1.3,42628076,38563000,4059000,12
1.2,1.17,3.01,94131842,90037000,4001000,12
0.46,0.45,1.27,46687533,34750000,11914000,12
1.23,1.2,3.02,97158460,96140000,1001000,12
1.18,1.15,2.95,91767280,89753000,1994000,12
0.5,0.48,1.32,41285951,39242000,2012000,12
1.14,1.1,3.19,109247783,102219000,7015000,12
1.5,1.45,3.96,143923158,135905000,7994000,12
1.94,1.88,5.09,169149596,157072000,12005000,12
0.91,0.88,2.57,86679373,80630000,5972000,12
1.17,1.13,3.19,108925584,104908000,3996000,12
0.47,0.45,1.18,38754257,35687000,2973000,12
1.11,1.08,2.82,90910485,85895000,4993000,12
1.17,1.15,2.9,90408506,88416000,1986000,12
1.15,1.11,2.87,88755085,86711000,2016000,12
0.4,0.39,1.05,33404788,30359000,2938000,12
0.77,0.74,2.08,69501116,65454000,4027000,12
0.67,0.64,1.72,56739047,51741000,4975000,12
1.15,1.12,2.87,91067752,87044000,4002000,12
1.15,1.12,2.89,90985241,84948000,5926000,12
0.4,0.39,1.03,32097574,29952000,1996000,12
1.22,1.18,3.08,95925511,90005000,5934000,12
1.22,1.18,3.07,95495875,93342000,2007000,12
0.38,0.37,0.97,32141930,29114000,3011000,12
0.34,0.32,1.02,37333638,36319000,1008000,12
0.41,0.4,1.18,41085532,34058000,7012000,12
1.17,1.13,3.02,99491362,95463000,4019000,12
0.46,0.45,1.19,38996134,37842000,995000,12
1.38,1.34,3.45,109213485,106180000,3005000,12
1.14,1.09,3.19,109367258,99410000,9941000,12
2.1,2.03,5.6,186964931,176873000,9992000,12
1.22,1.19,3.06,96150624,92125000,4005000,12
1.02,0.98,2.75,92659276,73597000,18896000,12
0.46,0.45,1.2,38958140,35936000,2994000,12
0.52,0.5,1.35,42892332,33895000,8972000,12
1.16,1.13,2.89,89999806,88958000,1010000,12
2.28,2.2,5.7,181756247,172742000,8986000,12
2.52,2.43,6.78,244508780,220303000,24033000,12
1.16,1.12,3.01,99732295,95727000,3988000,12
1.2,1.18,3,95508565,93428000,2009000,12
0.39,0.38,1.03,32180620,30135000,2009000,12
0.97,0.94,2.79,96110313,88199000,7928000,12
1.18,1.16,2.92,92394160,92377000,0,12
0.56,0.54,1.44,46484989,42429000,4040000,12
1.22,1.18,3.35,113682962,106662000,6977000,12
1.26,1.21,3.21,108859517,95774000,12969000,12
0.56,0.54,1.47,49040107,44030000,5003000,12
0.92,0.89,2.44,83987752,77965000,5997000,12
0.69,0.66,1.78,58679422,55672000,2982000,12
1.26,1.22,3.12,99404102,96402000,2981000,12
1.31,1.27,3.29,101748465,95736000,5983000,12
0.47,0.45,1.22,38654804,32617000,5930000,12
1.36,1.32,3.4,108267496,100224000,8017000,12
0.53,0.51,1.34,43150623,39121000,4012000,12
0.39,0.38,0.98,32287374,31260000,1008000,12
2.02,1.96,5.29,176044084,165023000,11001000,12
1.98,1.92,5.19,169795393,160780000,8987000,12
1.19,1.15,3.1,103658917,101652000,1993000,12
0.52,0.51,1.34,43640395,40639000,2973000,12
0.51,0.49,1.32,42499755,34577000,7903000,12
2,1.94,4.92,155200036,136144000,19020000,12
0.46,0.44,1.29,46215143,37098000,9023000,12
0.52,0.5,1.31,42841050,34845000,7964000,12
0.49,0.48,1.24,41061927,36025000,5003000,12
1.25,1.2,3.12,101257128,99229000,2004000,12
0.46,0.45,1.2,38010031,33901000,3988000,12
0.38,0.37,0.97,32071419,30013000,2000000,12
0.5,0.48,1.3,41486860,36405000,5056000,12
1.22,1.19,3.03,96576201,93571000,2986000,12
0.13,0.13,0.34,11047154,9610000,1067000,13
0.29,0.28,0.71,22508031,22515000,0,13
0.31,0.31,0.77,25681114,22717000,2963000,13
0.15,0.16,0.37,12868467,12831000,0,13
0.18,0.17,0.79,35395855,32415000,3038000,13
0.29,0.28,0.71,22459232,22374000,0,13
0.14,0.14,0.37,12618399,9681000,2904000,13
0.3,0.29,0.72,22664187,21679000,985000,13
0.15,0.15,0.39,13017826,13020000,0,13
0.29,0.28,0.73,22750718,21774000,989000,13
0.13,0.13,0.31,10923172,8820000,1960000,13
0.3,0.29,0.76,22887878,20893000,1989000,13
0.31,0.3,0.77,25059388,24054000,1002000,13
0.28,0.29,0.71,22837975,21844000,992000,13
0.12,0.12,0.3,9943326,8950000,994000,13
0.28,0.28,0.71,22531328,21543000,979000,13
0.3,0.3,0.77,24609972,23626000,984000,13
0.12,0.12,0.31,10220069,9189000,1021000,13
0.11,0.11,0.3,9994430,9005000,1000000,13
0.29,0.28,0.74,22952858,21909000,995000,13
0.31,0.3,0.78,25540816,23563000,1963000,13
0.31,0.3,0.77,24262233,23260000,1011000,13
0.12,0.12,0.31,10319133,9289000,1032000,13
0.12,0.12,0.31,10592854,8662000,1924000,13
0.31,0.3,0.77,25124071,25129000,0,13
0.13,0.12,0.31,9876153,8879000,986000,13
