@relation problema
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-store-misses' real
@attribute 'LLC-stores' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-store-misses' real
@attribute 'dTLB-stores' real
@attribute 'page-faults' real
@attribute 'iTLB-load-misses' real
@attribute 'iTLB-loads' real
@attribute 'instructions' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
225934,263923478,140951864,1333755,28452,142484,9202,54136,166840847,565489,165460685,572173,136929,2158039,518837645,117157,266000834,1159,143137853,129,511656,175654,818682723,140814186,113426000,27101000,155036040,0
302318,263684009,141166909,1427826,29303,146987,10942,58608,167084049,515034,165436507,524500,90793,2048223,518782846,115660,265096447,1249,142770855,129,307806,377246,818397746,142136196,111853000,29960000,156373754,0
110072,3070963,2871516,353190,16995,56303,47637,46823,7636781,31882,7631671,32260,181221,830275,22157177,?,?,?,?,592,?,?,?,6581616,6298000,0,21004140,0
141743,65138937,32788723,529953,16632,76491,1813,13978,54714701,23396,54854861,22592,67875,540547,94396487,2939,75690606,244,30039285,330,1819,3268,259003209,25345496,24015000,1000000,39746751,0
174431,66833258,29881061,442350,22403,84487,1941,10680,51916010,20596,51874318,19743,46834,443722,95964528,3952,74535388,212,32582560,136,2210,3072,255363679,25832904,23628000,1969000,40040526,0
178722,67112562,30075187,466767,21181,83469,1863,10514,51260033,21177,51246203,22813,59616,476443,95933387,4117,74510569,247,32810367,135,2489,2822,256604934,25896504,23697000,1974000,40071416,0
237860,267069756,141444991,1365979,28966,144559,12599,53706,166885861,534163,165816923,550511,208288,2228857,522791674,116249,270127232,1226,144182223,128,308649,234110,821493511,140549537,114084000,26019000,154851438,0
105128,55848113,33649764,496777,22471,77964,4188,26058,59051248,49720,60759552,45451,94433,704150,105591225,4015,60749023,260,36893542,133,2424,4095,304519407,28179439,25890000,1991000,42355457,0
241759,263502062,141021485,1407593,28498,145908,10931,58366,166331463,514459,165365782,526705,100417,2039656,519276652,115948,266758015,1252,143571196,127,309493,382189,821372989,141805984,106635000,34880000,156163695,0
218564,95620014,44579406,978193,24521,123808,8665,40610,64435081,272374,64473345,268778,76948,1310821,343550281,111058,96679755,692,44790705,135,308575,409771,331638465,92490723,57116000,35071000,106765049,0
226764,262238102,140271832,1359283,28120,143980,9217,66844,167422465,528825,166514989,534054,115731,2034863,525739006,116997,266923550,1320,143236868,130,308789,398780,818633861,141631681,111166000,30044000,155773395,0
218648,264657729,141456129,1358883,27883,142696,9017,57157,166797164,532997,165226997,534029,114214,2088116,519553423,116058,265325008,1145,143195559,129,308725,416450,820063845,140987715,107545000,33168000,155156609,0
279491,266663033,141523072,1364887,27670,142635,12066,61480,168701322,539729,166667700,533142,121257,2118896,519085609,115354,267824017,1117,142852053,129,307481,402335,819673734,141256031,114174000,26806000,155518256,0
221278,263552569,141116235,1322560,28396,141313,8980,53472,167586252,532940,166352663,529420,82236,1982895,518623385,115672,266526144,1140,143570926,129,308653,343859,819957714,140662206,112271000,28067000,154850669,0
224977,264691640,141311854,1382857,27583,146511,9364,54462,166526225,519781,165102089,516499,108962,2079420,519532439,116620,265988186,1090,143537926,128,309446,318153,820611832,140709495,111349000,29091000,155026084,0
128465,67247626,29582789,460252,20971,81719,1980,13439,51976933,21877,52001635,21677,48192,451538,96586747,3842,75148103,208,33128440,141,2095,3420,261620327,26154418,25881000,0,40154938,0
222281,266897874,140931427,1353940,27192,141990,10521,55419,166493386,511309,166106513,507670,83581,2026075,518326232,115365,269613850,1084,143343817,130,309169,360515,821171094,139981923,102478000,37173000,154287032,0
190508,99769837,46937526,1051445,24411,117826,253056,37847,67874052,281852,69106238,281844,330462,2044885,356720562,118124,101085345,800,47158074,1892,322096,419191,347760917,97130888,59897000,36936000,111550814,0
261239,263026121,140690873,1379985,27995,146288,8988,53153,167175094,518982,165901797,516846,81365,2010303,522344800,116293,266421805,980,143410334,128,309044,414197,820271064,140896311,107645000,32891000,155266449,0
216766,267056211,140967683,1369835,27371,144799,10898,58559,167603546,521369,166253089,520259,239880,2312772,527142769,115970,269530583,1241,143796952,128,409476,391057,822042326,141003187,107345000,33106000,155417337,0
221747,266109152,140719626,1381057,27003,140797,9013,52948,165631896,538356,166610337,534755,110203,2009810,517710477,115959,270343361,1180,142908258,129,308462,252464,819973971,139595421,105215000,34069000,153831107,0
128490,68001448,29290487,479561,20576,82564,3952,19443,50796321,29010,50989064,26887,59718,520548,95736336,3858,74635770,215,32663537,136,2177,4098,257488506,26545769,26199000,0,40770227,0
246953,264052741,141482973,1504957,30331,171089,41371,56155,167371818,541950,166044990,533798,104119,2104669,520324476,116661,266336865,1128,143359520,129,308451,369829,822131568,140675587,107443000,32830000,155169766,0
223131,262872630,140275035,1345173,26941,139847,8997,54403,166505053,506590,166691138,499745,80254,1908853,518978420,115757,267603203,1081,143196865,129,308679,391062,819275804,139965603,101498000,38187000,154321251,0
147883,67205986,29759871,456557,21293,84247,1956,11015,52159178,21635,52165312,19833,47460,453459,96992723,3641,75877759,214,33350390,138,1208,2922,260385312,25889236,23539000,1961000,40148081,0
255167,266394741,141617029,1399425,37800,156475,9074,55370,167907903,519400,166593227,513918,98028,2034197,521906866,116283,269482675,1093,143698614,130,308666,426334,821859823,141183411,102829000,37937000,155322092,0
240349,264866828,141612814,1410218,27979,147864,9245,59830,165768315,526406,166326655,527655,75319,2110324,521231237,116933,266932835,1298,143107038,129,308420,363660,818472758,144857187,113652000,30905000,159139598,0
162120,66210748,29567448,448166,20789,82308,1732,13851,51764254,24047,51676892,22972,49437,457293,96048862,3656,74833314,208,32732112,137,2154,3372,258003440,26042611,24760000,990000,40261857,0
217122,267252775,141186233,1349278,27739,143571,10983,57185,168056711,539959,166141850,534014,128848,2129673,516596727,115956,268913779,1170,143618012,129,308719,128307,821107882,140360137,112023000,28005000,154648427,0
237496,95806439,44747655,1036732,26963,125617,8102,37680,64335750,263203,64314929,263492,57243,1269232,345059478,111013,96569431,736,44838112,134,309146,413065,332685470,93472438,69131000,24045000,107862238,0
129204,68879796,30209303,462926,21285,83642,1778,10821,51200127,20440,51125564,21081,46262,445890,95868693,3801,74869640,214,33108344,135,2246,3186,258872779,25947672,24650000,1027000,39972513,0
131931,69511419,29681884,482238,22952,85171,2840,17575,52121629,25291,51930122,23700,58617,483800,96507844,3695,75014473,214,32929991,135,2053,3366,258719757,26033064,23727000,1977000,40269974,0
132658,68508815,29505029,451136,20330,82151,6821,22674,50429267,31826,50886182,27963,73674,515002,96345701,3626,75041286,214,32923388,135,2172,3304,258544374,26081919,23756000,1979000,40301410,0
233393,264976418,140386821,1380867,27417,145749,10373,54912,168019574,514678,167231336,525601,106577,2123877,524527810,117388,269644607,1308,143290121,129,308529,390115,819979109,142322871,108040000,34012000,156300078,0
244416,264595931,140236071,1374938,28350,143760,9027,59308,168181591,548328,167219524,545528,90862,2012742,524539160,117589,269966638,1189,143489222,129,309500,380878,821238625,141061240,113822000,26958000,155148043,0
267069,266124547,141235739,1342119,28869,146255,11075,63349,166122374,508068,166848335,505941,86188,1976174,511102755,115121,270650987,1105,143453925,128,105086,212217,822016652,137795221,104670000,32896000,151964072,0
217242,267628424,141618001,1376071,28389,143050,9172,55494,166855522,512462,165535605,510009,82573,2026990,517756191,115493,268088642,1104,143184784,127,308895,344601,821347416,140584598,113228000,27054000,154751807,0
229644,266740868,141371059,1349236,27134,141444,10487,68466,165195042,510235,166284169,504839,89997,2032494,511762422,114638,270689783,1054,143521674,129,308707,114664,822858149,137866683,104675000,32898000,152159044,0
305492,271972755,142490209,1431571,25375,146142,23019,69561,159324266,583620,163167702,583358,111288,2118706,522530919,112990,281407220,2194,150780308,323,290353,303977,860243702,141473458,110193000,31054000,155674849,0
216478,267617954,141572579,1425920,31815,150081,9093,55884,167555407,503986,165973021,511153,86537,2076070,521259517,116072,269009963,1266,143596973,128,308578,397120,822968235,141385443,116066000,25014000,155690908,0
198484,67284753,30215980,484557,21204,84085,4083,11470,51304757,23780,51111787,21898,47389,469123,96252368,3843,74413440,209,32867821,134,1787,4083,257193007,25791490,25504000,0,39916713,0
264131,264479861,141456543,1355352,26941,143033,11826,53849,166559387,490434,166451740,504609,84677,2023353,512142063,116234,266502012,1377,142960694,130,310047,113453,822362554,142568336,120276000,22050000,156724062,0
221801,264885883,140957519,1381037,27134,143661,9165,55731,166987117,521282,165411082,522939,99057,2110160,520273892,116602,266127601,1280,143006222,130,308580,388726,819919305,141578288,110159000,31044000,155641222,0
176414,244863636,126208159,881128,22695,109522,4989,32881,147213211,331623,148814677,348764,89155,1278499,274997740,9882,256512158,620,135960154,327,2437,5531,747602157,74601394,72232000,1978000,88780508,0
132620,68953971,29728026,475433,22386,85225,3435,14172,51214458,23947,51254802,25675,62068,512016,96204771,3691,74648523,238,32768709,136,2264,2944,257484536,26078944,24671000,1027000,40195349,0
153841,65162331,29353666,460402,20784,79781,3335,14684,51529398,27661,51426918,25279,49102,516783,95974801,3840,74483823,222,32674872,137,2233,2920,256771159,27332067,24068000,3008000,41391242,0
232715,264096929,141284160,1346084,28601,142350,8977,52891,165959982,531715,165143716,522133,83345,1979126,518077490,115553,266438170,1050,143338395,129,309425,363639,820445753,140461484,109041000,31011000,154683706,0
291707,266888248,141455913,1356991,27856,144734,12219,54140,168157078,510433,166722512,510542,84403,2005285,520369303,115788,269525554,1133,143637063,130,308696,410172,821946394,141616126,115227000,26051000,155807868,0
281432,262315282,141571682,1335753,30121,147757,12190,60063,163864571,523114,164656020,518229,118569,2088372,511942574,117897,265490446,1248,143411291,129,310603,207106,817388030,139959029,107736000,31921000,154377724,0
147094,71241025,30949229,492864,21650,79265,3266,26944,47995537,47079,50016272,40462,81678,675619,101862274,3655,77615410,252,33703868,141,2320,2853,275541481,27625635,24403000,2928000,42006616,0
307592,266515584,141224663,1373397,26185,147059,10825,56154,167498377,550907,165847887,551047,81392,2068105,521366708,116155,268597611,1145,143321037,130,308847,390807,821312447,141368930,111061000,30016000,155856737,0
224045,67777496,30481085,575731,24175,91104,2405,14325,52102847,25738,51781382,22927,49993,470849,95533435,3560,74655694,214,32750197,136,2242,3371,258265412,25954567,22551000,3075000,40248193,0
175176,67041999,30077640,446498,19934,82546,5663,11427,52037451,22731,51964726,21565,46754,471209,96805430,3806,75243950,216,33150722,136,1952,3411,260017490,26266194,24917000,996000,40420667,0
244687,266102356,140396036,1419791,29293,146284,9135,57753,167944772,509328,167206867,504233,94103,1965605,520390508,116921,270520340,1120,143911317,129,309647,333488,824328182,140795024,104381000,36132000,154938429,0
204430,95295227,44560518,980788,24569,122767,13798,51318,65630537,279553,65219182,272883,98516,1358427,342441274,110399,96160642,645,44799148,134,307933,301176,333728153,92583226,48632000,43669000,106903712,0
229955,265775247,140448947,1406672,27481,148682,9489,55846,167723006,500714,167111468,507567,81700,2012432,526256479,117253,269751168,1272,143219796,128,409497,403075,820516300,141928865,109497000,32146000,155928780,0
229522,262625326,140588552,1343976,27369,142731,10748,57513,165784487,609960,166091333,602966,129441,2100932,518571355,117127,267559415,1065,143292320,130,105065,138362,821532397,140231807,103921000,35972000,154380188,0
238042,266611845,140948553,1417230,29799,151894,12458,62462,165708992,537817,166444005,532846,83856,1971586,512697681,114823,270605675,1099,143442177,128,105112,8277,822766715,139005021,115768000,22954000,153047920,0
242585,265483884,140559974,1358832,27638,143944,9167,54039,167594062,507534,167540850,518168,82005,1972962,529591846,117378,269517570,1410,142910438,130,309733,410235,821589491,142602876,112457000,29856000,156799351,0
194610,97562341,45904190,1004872,26790,126043,7895,45692,64564759,274901,64834547,271613,61259,1395346,345680161,111507,98402864,699,46025464,136,309162,410368,338676173,93297082,62680000,30329000,107650253,0
221610,266317191,140907673,1355989,27644,144567,9069,53561,167247417,516712,166126756,513130,79998,1998121,519541592,115939,269010157,1120,143343233,130,308757,362577,821047653,140365360,112046000,28011000,154735382,0
241922,93636454,44119159,1021564,25195,123596,9491,34865,63522599,260163,63631735,267571,62320,1255518,334101589,111201,94641160,688,44803329,133,310929,108694,328181728,89982650,61424000,28195000,104231663,0
283591,266582137,141337850,1361563,27404,140739,11047,58660,168083385,531457,166231333,530277,94464,2048580,518007646,115617,268764257,1119,143642043,129,309229,404372,822673314,141349100,106037000,35012000,155737741,0
256268,266884262,141551622,1344679,34355,154809,72282,113834,164418268,560711,165757840,552764,220993,2196302,514228537,114971,271073241,1082,143570668,127,309349,203183,822210060,139340101,102960000,35986000,153632436,0
187167,95873861,44746664,1077282,27073,127972,7211,40737,64105234,268348,64366889,265436,55570,1318367,343236571,111331,97020294,692,45013864,135,309422,401028,333206549,93089462,66557000,26219000,107382732,0
146067,68134149,30313703,464117,22338,84320,1741,10998,50810226,22272,50783819,21792,47458,467336,96503064,3474,74843948,212,33103536,136,2077,2849,259417103,26138952,24874000,994000,40257591,0
224468,267187885,141195374,1391554,41872,161156,11110,58107,167453590,510121,165976455,517130,98766,2046118,523687680,115676,268968856,1243,143467472,128,309041,402817,821620914,141589376,111443000,29850000,156072532,0
131233,68458059,30038350,484942,20595,78705,4493,22258,46043637,47419,47974954,38639,71813,679872,98828781,3063,74449193,223,32785303,135,2104,4007,257633374,27502777,27198000,0,41857630,0
223850,267190977,141212285,1349848,28378,141700,9128,50883,167565868,556055,165923431,566377,80407,1947652,520266349,114948,268164903,1294,143112821,128,308653,408750,821187540,141716571,118519000,22907000,155931333,0
218799,267753239,141368131,1395683,28220,144609,9199,53574,167679097,493463,166058041,503642,80164,1980046,519464620,115149,268747371,1276,143457174,128,309089,354275,823062894,141707675,117236000,24048000,156055418,0
301439,3106856,2221975,2483371,19416,187483,20583,121389,20057537,198505,19829171,190672,57453,3783985,972166890,27229,1879620,2486,1291880,134,7964,3549,221273479,291668925,289177000,1994000,351420950,1
59181,4042413,2093984,579813,10987,61413,5274,13421,1716135,23869,1707093,22389,6077,600942,128451692,5025,797383,477,535885,128,1890,1675,115398579,34913218,32648000,1978000,49009531,1
46568,3177225,1712102,509626,10456,62487,1468,8828,2020080,14892,2073206,83214,4758,291314,85250675,2269,152721,186,96177,128,557,293,99731381,22747277,20503000,1952000,36898251,1
84453,3660871,1923417,702558,12900,72994,7069,20162,1760849,33501,1755627,45421,28658,836904,202367621,7120,927745,645,610386,134,1262,605,195671858,54814776,53541000,991000,69072744,1
155344,3691393,2032849,1116331,14452,108833,11052,48692,17187757,79647,17052158,76021,33566,1477268,420947136,10897,758527,935,454052,133,2803,1371,266682955,113755860,111470000,1990000,127822444,1
582795,8434165,2875906,468289,10901,46936,2061,4941,1790165,10062,1780302,9154,14270,288994,45727204,2781,722868,390,779477,133,3939,1186,1679022,12635778,11362000,1032000,26860179,1
132201,29103995,28035390,1168802,13391,100236,7692,50539,53433478,79760,53338699,91954,53739,1695904,445013500,13106,27681684,1238,27146496,132,3129,1647,478494208,120674838,120371000,0,134670338,1
158910,3270323,2450586,618439,12304,66797,4283,13732,3744595,63235,3752550,67820,7007,469331,132837808,6780,1681202,1286,1151813,191,4021,4692,75751747,37374167,36008000,1010000,51551072,1
124631,3499160,2093772,1135190,13227,97586,7799,55540,3694272,91925,3367573,86380,54323,1675061,429802235,11430,908559,1018,571243,133,3244,1027,61649278,116578801,115298000,993000,130779310,1
184214,90602775,61355296,1502996,18389,127756,13786,70967,141831588,119424,142050294,111219,52600,2134212,590991059,15357,88769798,1335,60565062,135,3847,1957,733392334,159766375,159375000,0,173918829,1
88751,2686461,2231471,722258,14292,82310,2678,16471,1751834,28226,1744512,28866,7955,548392,154939357,4080,292440,341,181637,138,1155,1341,120256753,41399447,41099000,0,55753610,1
154865,3792644,2070094,1056964,14906,96889,6623,39637,42028233,65282,42018680,64415,17281,1287437,376312211,11590,1188694,1021,738007,134,3163,2072,596733823,101900488,100591000,995000,116145616,1
355805,5571860,3436604,2783691,25893,223032,21211,124507,179228990,199402,179226896,203790,64105,4107695,1233348336,32613,2210180,2747,1407488,130,8004,3791,1697041258,332554476,329251000,2993000,346909192,1
108255,3761138,1816078,509291,9935,54876,3375,11387,1398435,36140,1410769,33514,25056,588175,113406653,5204,517516,284,144386,132,705,363,25766664,30907222,28577000,1970000,45143788,1
100318,3820400,2126496,692597,12439,78170,2811,16438,1743719,26748,1760515,30669,15004,578968,156256990,4409,333146,370,194279,127,971,1293,122930448,42108678,40808000,995000,56193088,1
35236,1499623,1557343,485698,9541,58692,1548,14802,3181491,105650,2991473,120433,17140,361516,89348313,2316,197344,199,118895,134,555,257,68544872,24199641,22942000,955000,38233860,1
82387,4740806,3477540,749147,16954,66651,1101,6093,1737536,12248,1762578,12778,5583,236294,62033119,1694,176363,301,366586,133,1370,1346,74580201,16411388,16108000,0,30660860,1
131161,2644230,2057248,1010336,13512,93114,6609,37747,4701844,117523,4634854,123245,13556,1306218,373606292,11261,1197001,1056,730264,133,3495,2085,65966109,101354736,101053000,0,115636624,1
285482,60161298,59291067,2349795,21712,199603,56127,127066,110700990,193151,110676881,196715,152525,3808998,1014096210,28292,59547011,2439,58293301,128,6374,3594,1390878318,273894511,272442000,1001000,288233349,1
346585,4912429,3190437,2765068,21678,212082,21827,126162,179357977,210055,179122390,205924,64818,4073921,1230930353,31678,2169455,2761,1372995,128,7932,2566,1694948418,331777439,329377000,1996000,345751905,1
296082,9730545,3448909,519961,12237,48987,837,6007,970296,11937,953221,11482,13179,315365,46236231,2924,696682,355,707209,134,3203,7689,21420222,12515742,10323000,1877000,26485616,1
75994,2017079,2085447,687615,11615,78890,4535,15655,1730782,28453,1735009,28603,6316,543792,152978450,3996,302997,341,185767,130,1265,1234,124801568,41436532,40122000,978000,55627499,1
108439,2482639,2033716,1027675,12909,96746,9781,37452,4658007,127398,4610776,145029,32685,1422898,367307758,11326,1213297,1026,727372,133,3186,1344,58598622,99919624,99608000,0,114022823,1
42735,2884177,1564700,456177,10214,58549,1668,11150,2865952,79882,2808930,74126,4920,341923,94586206,2499,168666,211,101966,134,567,210,74402463,25547012,23307000,1942000,39744020,1
67742,3142861,2668734,651028,15767,74237,1151,7092,2319780,12916,2346767,84369,7217,257010,67139669,1898,182775,196,338167,132,1190,1188,69684410,17973621,16701000,1043000,31814803,1
77433,2105001,2017156,693249,12776,75849,2696,15437,1704623,26308,1717586,27926,8696,537263,153508456,4085,326785,350,205079,130,1053,577,95305738,42159253,40862000,996000,56516945,1
166271,5465674,2950529,1470794,14613,125880,14022,60783,91348927,101476,91136331,116729,52197,2229593,606512948,17593,3807918,1607,1412738,131,4375,1997,940087655,163942721,163634000,0,177999964,1
66896,1969606,1836971,676640,10741,67153,3338,19649,2111856,52043,2267413,49271,37751,875984,192944957,7384,1043130,464,337839,132,1213,694,41443343,52157714,50865000,997000,66458610,1
416930,5924126,4497842,2485726,23880,197613,138769,200169,69824059,3833370,69860669,3824044,165139,3674950,1024485925,29003,6138787,9637,4129578,1557,11895,10291,366788554,277054086,274550000,2004000,291379768,1
352993,9446360,7298286,2863373,21403,220242,23300,131302,184914462,219093,184892205,215497,67379,4322536,1317610304,35658,7840952,3057,6219494,134,9063,4418,1982218517,355243047,353901000,999000,369227348,1
79229,2205599,2052654,698013,12020,76896,3315,15802,1720267,28225,1724627,27034,6194,537192,155422085,4038,298434,339,191301,133,1077,1354,95880342,41850883,41584000,0,56159431,1
73318,2075917,1894937,659982,11723,73280,2853,15909,1776113,41130,1929994,36630,39590,634340,162761924,5030,430091,356,195100,127,953,330,108787593,43564502,41295000,1966000,57727963,1
185166,2212679,2342259,1620100,15931,134727,14409,80054,90925227,147197,91006666,145253,142720,2673747,673473358,18565,1997338,1535,1235021,133,4490,2077,958818177,181907352,180491000,997000,196409475,1
80591,3304845,1546776,448742,8126,54514,3355,9658,1192712,19158,1367853,21556,24990,379463,94779976,3269,481865,265,187889,132,634,284,75048815,26787229,25552000,982000,41111647,1
88278,3444160,3449635,712962,14742,64358,1045,6153,3450552,85094,3470203,79403,16085,244378,55276277,1805,379708,303,501243,128,1364,1385,73690634,16123210,14887000,930000,30321330,1
95627,3364159,1789786,643085,10795,70096,4481,19117,1775068,34727,1870959,35053,15778,644709,181853303,4741,462431,414,225261,135,1214,405,121508451,49112359,47717000,994000,63420198,1
343385,94394239,91429523,2349501,20793,175742,16964,95597,128522335,174954,131205433,169436,195854,3358516,979723609,25097,93265212,2228,92332223,132,7663,3291,1666716657,263142901,261650000,998000,277371413,1
63831,6912391,5074019,463203,8927,49240,2706,24801,5320285,291629,9464209,265207,28713,582939,97140708,2694,5118447,228,4427534,133,699,312,112281618,27747335,26421000,978000,41882720,1
99701,2182037,2336335,774820,12981,75850,3868,23169,3047323,86291,3060401,82517,8365,756449,222107964,5621,849891,648,550308,129,2233,1594,42487748,59874876,59558000,0,74224251,1
58073,3184165,1966560,511970,10861,65423,3230,12873,2909796,27074,3374097,34835,14424,302085,76376360,2034,1369615,174,99262,133,483,503,95642844,20608405,19329000,1017000,34946814,1
182087,4437482,3787682,1596428,16735,136260,16315,79339,101812904,329066,101258541,312389,284819,2576342,682479441,16921,3552429,1520,2216748,133,4159,1923,993069224,181048215,180176000,0,195400167,1
92485,3721680,1945109,515733,10876,67345,2836,8048,2249006,15199,1896787,14938,4102,271762,78361246,2023,161647,173,81695,128,515,247,101965725,20923556,19644000,982000,35113572,1
127022,3768398,2118122,1037861,14395,95310,6475,37869,42046396,64699,42122553,62759,36356,1389679,368525887,11394,1210198,1040,762681,135,3408,884,566215414,99736078,98372000,993000,113771495,1
245878,9217722,3467855,542199,13395,51845,872,5577,3122650,51918,3132616,48307,2548,241271,50971552,2677,630129,339,557992,128,2187,3429,51327068,13496641,11127000,2023000,27492620,1
55312,1631220,2002723,536050,12646,70025,1395,8464,4005655,734142,4053586,709535,4522,255312,76164523,1903,156376,161,94236,133,445,487,63380187,20226550,18844000,991000,34513793,1
276286,58532633,57636440,2258843,20639,175651,20420,118921,105804250,191001,105663958,183265,75046,3547579,998856803,26097,57662719,2188,56975418,133,7672,3770,1182882384,270331710,270081000,0,284525902,1
94445,3805432,2344781,722296,15716,82517,2665,15825,1775414,27659,1754781,26694,7536,511097,155652182,3958,261075,339,164421,137,937,1316,94610925,41796482,39417000,1970000,56078712,1
230415,9422925,3863573,568004,14376,55005,891,5064,3481023,9723,3556359,10544,9776,194272,50713410,2853,684490,343,487140,131,2088,3075,56154783,13543046,13233000,0,27782101,1
331204,9921549,3410460,546927,12309,51952,919,5245,898014,14712,1027201,16227,29897,257206,45967708,3625,830223,357,605716,133,1872,3047,46723194,13974882,11743000,1957000,28367898,1
55385,3057767,1867489,516781,10927,63504,1406,13380,1881143,19380,1807404,18430,13791,330585,81712471,2166,182578,184,114998,132,513,253,80954775,21938536,20655000,1032000,36173710,1
55300,2959112,1906661,663019,11236,72555,4750,21949,1918171,32764,1843540,30688,16957,597434,169079436,4273,303227,379,191331,132,1139,484,154295303,45520355,44284000,1006000,59653505,1
34686,1200429,1606239,486532,10498,59469,1569,10075,3029715,20447,3038363,19297,6460,354426,90128615,2446,205123,195,124556,133,568,277,58573735,24130414,23885000,0,38053206,1
112425,3784280,2119734,693498,12637,78036,2837,16936,1741655,33075,1775858,33054,17265,605835,162337559,4518,394475,406,273498,132,1480,775,116178087,43760137,41470000,1974000,57868264,1
55768,2543886,2106069,537808,13138,70395,1349,7725,1298894,14990,1338266,16472,6522,294271,76027558,2034,178973,183,85179,133,473,396,54930473,20554538,20214000,0,34754582,1
353741,6768002,7492785,1636732,27892,152804,366274,415543,8784142,101414,8771775,101893,437454,2360763,578331086,25943,7632736,23041,4881563,4040,6796,13254,107084507,156086385,148654000,7030000,170549123,1
220662,6647934,3980390,555976,12796,52097,880,5098,937594,8913,940649,8677,5276,272911,45187014,2733,653333,339,655287,133,4461,5231,31779865,12196799,11044000,920000,26452032,1
75724,2360168,1933642,671724,12458,78105,4889,16873,1953350,31198,1856026,28939,21882,602075,161775420,4348,325447,385,207986,132,1154,537,115819210,43614828,43319000,0,57961302,1
119270,2381477,2141100,971101,12566,95674,5429,31810,45939905,54830,45942176,58054,40510,1110835,314504415,8453,814578,764,508620,130,2301,1775,499127385,85311981,83914000,998000,99711630,1
265198,5699802,3951138,1928194,17889,153176,14546,88150,95395019,153175,95307189,147635,91056,3089744,851230872,23603,6309312,2008,3697912,132,5411,2794,1114119218,227242686,225764000,998000,241741184,1
